player_name,nation_raw,position,club,age,born,nineties,goals,shots,shots_on_target,SoT%,shots_per90,sot_per90,goals_per_shot,goals_per_sot,avg_shot_distance,free_kicks,penalty_goals,penalty_attempts,xg,npxg,npxg_per_shot,g_minus_xg,npg_minus_npxg,nation_code,season,league,player_key,club_key,position_group,nation,age_pass,nineties_pass,passes_completed_total,passes_attempted_total,pass_completion_total_pct,pass_total_distance,pass_progressive_distance,short_passes_completed,short_passes_attempted,short_pass_completion_pct,medium_passes_completed,medium_passes_attempted,medium_pass_completion_pct,long_passes_completed,long_passes_attempted,long_pass_completion_pct,assists,xag,xa,a_minus_xag,key_passes,passes_into_final_third,passes_into_pen_area,crosses_into_pen_area,progressive_passes,position_group_pass,age_def,born_def,nineties_def,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,tackles_vs_dribblers,dribbles_faced,tackle_success_pct,dribbles_lost,blocks,blocks_shots,blocks_passes,interceptions,tackles_plus_interceptions,clearances,errors_leading_to_shot,position_group_def,age_poss,born_poss,nineties_poss,touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,takeons_attempted,takeons_succeeded,takeons_success_pct,takeons_tackled,takeons_tackled_pct,carries,carries_total_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_pen_area,miscontrols,dispossessed,passes_received,progressive_passes_received,position_group_poss,player_name_tm,club_tm,position_tm,market_value_eur,market_value_millions,player_name_final,club_final,raw_attacking,raw_progression,raw_creation,raw_defensive,raw_mistakes,z_raw_attacking,z_raw_progression,z_raw_creation,z_raw_defensive,z_raw_mistakes,performance_index,perf_rank_pct,value_rank_pct,undervaluation_delta,valuation_category
Alexis Mac Allister,ar ARG,MF,Liverpool,25.0,1998.0,28.9,5,38,13,34.2,1.32,0.45,0.13,0.38,18.1,1,0,0,2.8,2.8,0.07,2.2,2.2,ARG,2024-25,Premier League,alexis mac allister,liverpool,MF,ar ARG,25.0,28.9,1273.0,1524.0,83.5,20344.0,5748.0,658.0,729.0,90.3,493.0,558.0,88.4,89.0,160.0,55.6,5.0,4.7,5.6,0.3,45.0,122.0,35.0,2.0,177.0,MF,25.0,1998.0,28.9,95.0,58.0,28.0,51.0,16.0,55.0,104.0,52.9,49.0,61.0,6.0,55.0,22.0,117.0,29.0,1.0,MF,25.0,1998.0,28.9,1860.0,56.0,284.0,960.0,637.0,60.0,1860.0,42.0,16.0,38.1,21.0,50.0,915.0,3782.0,2018.0,36.0,43.0,5.0,31.0,22.0,1228.0,80.0,MF,Alexis Mac Allister,Liverpool,Central Midfield,100000000.0,100.0,Alexis Mac Allister,Liverpool,0.2699,7.3702,0.3356,7.1626,1.8339,-0.010779814857419774,0.8288603913875973,0.708892846062005,0.46947259980906986,-0.2918159535966607,0.6268,0.8739,0.9706,-0.0966,Fair Value
James Maddison,eng ENG,MF,Tottenham,27.0,1996.0,20.1,9,39,17,43.6,1.94,0.85,0.23,0.53,16.7,6,0,0,5.8,5.8,0.15,3.2,3.2,ENG,2024-25,Premier League,james maddison,tottenham,MF,eng ENG,27.0,20.1,1021.0,1256.0,81.3,16664.0,5028.0,481.0,529.0,90.9,424.0,492.0,86.2,75.0,162.0,46.3,7.0,4.2,5.9,2.8,41.0,123.0,32.0,5.0,164.0,MF,27.0,1996.0,20.1,31.0,19.0,8.0,16.0,7.0,9.0,29.0,31.0,20.0,15.0,4.0,11.0,12.0,43.0,19.0,1.0,MF,27.0,1996.0,20.1,1464.0,26.0,210.0,691.0,576.0,77.0,1464.0,77.0,33.0,42.9,34.0,44.2,1026.0,5128.0,2279.0,45.0,39.0,20.0,23.0,25.0,1125.0,95.0,MF,James Maddison,Tottenham,Attacking Midfield,42000000.0,42.0,James Maddison,Tottenham,0.7363,10.398,0.5572,3.8308,2.3881,1.6033673795798558,2.1445907521684933,1.9364592476902707,-0.8184973707386334,0.07152236970789906,1.2599,0.9664,0.7269,0.2395,Fair Value
Noni Madueke,eng ENG,FW,Chelsea,22.0,2002.0,22.6,7,80,30,37.5,3.54,1.33,0.09,0.23,14.4,0,0,0,9.6,9.6,0.12,-2.6,-2.6,ENG,2024-25,Premier League,noni madueke,chelsea,FW,eng ENG,22.0,22.6,530.0,685.0,77.4,7705.0,1853.0,325.0,377.0,86.2,164.0,215.0,76.3,22.0,41.0,53.7,3.0,4.2,3.2,-1.2,32.0,16.0,35.0,8.0,69.0,FW,22.0,2002.0,22.6,25.0,18.0,8.0,12.0,5.0,14.0,38.0,36.8,24.0,17.0,0.0,17.0,10.0,35.0,11.0,0.0,FW,22.0,2002.0,22.6,980.0,22.0,101.0,301.0,595.0,184.0,980.0,102.0,45.0,44.1,46.0,45.1,641.0,5413.0,3485.0,154.0,50.0,93.0,52.0,25.0,756.0,226.0,FW,Noni Madueke,Chelsea,Right Winger,40000000.0,40.0,Noni Madueke,Chelsea,0.7345,9.8673,0.3186,2.7876,3.4071,1.5971203542753316,1.9139494649034043,0.6143985678313275,-1.221781483083521,0.7396613584675282,1.0061,0.7209,0.7209,0.0,Fair Value
Gabriel Magalhães,br BRA,DF,Arsenal,26.0,1997.0,26.3,3,22,5,22.7,0.84,0.19,0.14,0.6,9.5,0,0,0,2.6,2.6,0.12,0.4,0.4,BRA,2024-25,Premier League,gabriel magalhaes,arsenal,DF,br BRA,26.0,26.3,1480.0,1641.0,90.2,25788.0,7938.0,598.0,617.0,96.9,782.0,830.0,94.2,83.0,154.0,53.9,1.0,0.9,1.2,0.1,13.0,145.0,8.0,0.0,126.0,DF,26.0,1997.0,26.3,25.0,15.0,12.0,8.0,5.0,12.0,16.0,75.0,4.0,42.0,29.0,13.0,16.0,41.0,93.0,2.0,DF,26.0,1997.0,26.3,1873.0,189.0,672.0,985.0,225.0,40.0,1873.0,5.0,4.0,80.0,1.0,20.0,1116.0,4470.0,2669.0,10.0,22.0,0.0,9.0,2.0,1366.0,11.0,DF,Gabriel Magalhães,Arsenal,Centre-Back,75000000.0,75.0,Gabriel Magalhães,Arsenal,0.2129,5.1711,0.0722,6.692,0.4183,-0.20793046537881188,-0.1267857908674554,-0.7503819617427832,0.28754681806354193,-1.2200186192217102,0.311,0.3333,0.9776,-0.6443,Overvalued
Harry Maguire,eng ENG,DF,Man Utd,31.0,1993.0,19.5,1,15,6,40.0,0.77,0.31,0.07,0.17,8.2,0,0,0,1.8,1.8,0.12,-0.8,-0.8,ENG,2024-25,Premier League,harry maguire,man utd,DF,eng ENG,31.0,19.5,965.0,1128.0,85.5,17965.0,6236.0,354.0,392.0,90.3,517.0,568.0,91.0,80.0,139.0,57.6,0.0,0.6,0.3,-0.6,9.0,48.0,4.0,0.0,51.0,DF,31.0,1993.0,19.5,30.0,15.0,23.0,6.0,1.0,17.0,23.0,73.9,6.0,15.0,12.0,3.0,40.0,70.0,78.0,1.0,DF,31.0,1993.0,19.5,1328.0,147.0,652.0,616.0,76.0,44.0,1328.0,5.0,2.0,40.0,3.0,60.0,782.0,4821.0,2056.0,7.0,9.0,3.0,10.0,2.0,856.0,7.0,DF,Harry Maguire,Man Utd,Centre-Back,13000000.0,13.0,Harry Maguire,Man Utd,0.1436,2.9744,0.0308,8.359,0.6154,-0.4478885030769539,-1.081390838691377,-0.9801574688464556,0.9319443347523417,-1.0907643409643175,0.5283,0.5111,0.306,0.2051,Fair Value
Kobbie Mainoo,eng ENG,MF,Man Utd,19.0,2005.0,18.3,0,15,2,13.3,0.82,0.11,0.0,0.0,20.5,0,0,0,0.7,0.7,0.05,-0.7,-0.7,ENG,2024-25,Premier League,kobbie mainoo,man utd,MF,eng ENG,19.0,18.3,723.0,836.0,86.5,9649.0,2346.0,452.0,490.0,92.2,192.0,219.0,87.7,31.0,45.0,68.9,0.0,1.6,1.8,-1.6,14.0,50.0,12.0,1.0,65.0,MF,19.0,2005.0,18.3,46.0,29.0,18.0,14.0,14.0,24.0,40.0,60.0,16.0,16.0,2.0,14.0,19.0,65.0,14.0,1.0,MF,19.0,2005.0,18.3,1061.0,25.0,197.0,587.0,287.0,36.0,1061.0,50.0,23.0,46.0,25.0,50.0,652.0,2850.0,1222.0,22.0,17.0,10.0,36.0,36.0,760.0,47.0,MF,Kobbie Mainoo,Man Utd,Central Midfield,50000000.0,50.0,Kobbie Mainoo,Man Utd,0.0383,4.7541,0.0874,5.1913,3.9344,-0.8124329893527842,-0.3079969230333947,-0.6662352514525184,-0.292602354973297,1.085425751904762,-0.6322,0.0504,0.8193,-0.7689,Overvalued
Orel Mangala,be BEL,MF,Everton,26.0,1998.0,14.0,1,16,6,37.5,1.14,0.43,0.06,0.17,22.1,0,0,0,1.1,1.1,0.07,-0.1,-0.1,BEL,2024-25,Premier League,orel mangala,everton,MF,be BEL,26.0,14.0,437.0,490.0,89.2,6998.0,1567.0,219.0,242.0,90.5,187.0,197.0,94.9,23.0,30.0,76.7,0.0,0.6,0.6,-0.6,8.0,50.0,8.0,1.0,34.0,MF,26.0,1998.0,14.0,16.0,8.0,3.0,11.0,2.0,5.0,8.0,62.5,3.0,8.0,3.0,5.0,21.0,37.0,24.0,1.0,MF,26.0,1998.0,14.0,621.0,22.0,133.0,335.0,157.0,13.0,621.0,24.0,14.0,58.3,9.0,37.5,298.0,1574.0,576.0,6.0,6.0,3.0,12.0,12.0,406.0,19.0,MF,Orel Mangala,Everton,Defensive Midfield,18000000.0,18.0,Orel Mangala,Everton,0.15,2.8571,0.0429,4.9286,1.7143,-0.4257045309472394,-1.1323276402084965,-0.9131878393833361,-0.3941488270351108,-0.37024981824930536,-0.7315,0.0168,0.3277,-0.3109,Overvalued
Ryan Manning,ie IRL,"DF,MF",Southampton,28.0,1996.0,16.2,0,8,1,12.5,0.49,0.06,0.0,0.0,22.0,1,0,0,0.3,0.3,0.04,-0.3,-0.3,IRL,2024-25,Premier League,ryan manning,southampton,DF,ie IRL,28.0,16.2,619.0,803.0,77.1,10360.0,3336.0,317.0,344.0,92.2,233.0,288.0,80.9,55.0,125.0,44.0,1.0,3.2,2.8,-2.2,34.0,33.0,12.0,8.0,35.0,DF,28.0,1996.0,16.2,28.0,17.0,16.0,10.0,2.0,14.0,26.0,53.8,12.0,20.0,11.0,9.0,17.0,45.0,47.0,0.0,DF,28.0,1996.0,16.2,968.0,72.0,260.0,397.0,321.0,22.0,968.0,36.0,11.0,30.6,16.0,44.4,483.0,2023.0,982.0,14.0,13.0,4.0,17.0,5.0,573.0,74.0,DF,Ryan Manning,Southampton,Left-Back,2800000.0,2.8,Ryan Manning,Southampton,0.0185,3.0247,0.2593,6.9136,1.358,-0.8807224481856025,-1.0595186704473363,0.28572636888402575,0.37319736333854653,-0.603838847465308,0.1102,0.1704,0.0896,0.0808,Fair Value
Omar Marmoush,eg EGY,"FW,MF",Man City,25.0,1999.0,13.1,7,49,17,34.7,3.75,1.3,0.14,0.41,18.6,7,0,0,5.5,5.5,0.11,1.5,1.5,EGY,2024-25,Premier League,omar marmoush,man city,MF,eg EGY,25.0,13.1,252.0,318.0,79.2,3443.0,849.0,164.0,193.0,85.0,69.0,88.0,78.4,9.0,16.0,56.3,0.0,2.8,2.1,-2.8,15.0,10.0,29.0,4.0,37.0,MF,25.0,1999.0,13.1,13.0,8.0,2.0,9.0,2.0,8.0,16.0,50.0,8.0,15.0,1.0,14.0,6.0,19.0,3.0,0.0,MF,25.0,1999.0,13.1,504.0,6.0,34.0,152.0,326.0,68.0,504.0,46.0,20.0,43.5,21.0,45.7,320.0,1975.0,960.0,29.0,20.0,15.0,45.0,19.0,361.0,78.0,MF,Omar Marmoush,Man City,Centre-Forward,50000000.0,50.0,Omar Marmoush,Man City,0.9542,5.0382,0.2137,2.8244,4.8855,2.357384845869579,-0.18455318449873828,0.033542432506467754,-1.207549164258626,1.7090120914238491,-0.2608,0.2353,0.8193,-0.584,Overvalued
Gabriel Martinelli,br BRA,"FW,MF",Arsenal,23.0,2001.0,25.4,8,55,24,43.6,2.16,0.94,0.15,0.33,12.9,0,0,0,7.4,7.4,0.14,0.6,0.6,BRA,2024-25,Premier League,gabriel martinelli,arsenal,MF,br BRA,23.0,25.4,499.0,699.0,71.4,7113.0,1534.0,324.0,385.0,84.2,135.0,193.0,69.9,26.0,52.0,50.0,4.0,5.0,4.7,-1.0,40.0,11.0,37.0,15.0,52.0,MF,23.0,2001.0,25.4,23.0,15.0,9.0,6.0,8.0,7.0,23.0,30.4,16.0,15.0,0.0,15.0,5.0,28.0,19.0,0.0,MF,23.0,2001.0,25.4,994.0,17.0,102.0,247.0,660.0,182.0,994.0,109.0,33.0,30.3,60.0,55.0,670.0,4985.0,2620.0,124.0,33.0,64.0,50.0,38.0,752.0,289.0,MF,Gabriel Martinelli,Arsenal,Left Winger,55000000.0,55.0,Gabriel Martinelli,Arsenal,0.6063,6.9291,0.3543,2.4409,3.4646,1.1534099954074342,0.6371747313926119,0.8124426200181765,-1.3557922897895036,0.7773539428120544,0.1436,0.6218,0.8739,-0.2521,Overvalued
Lisandro Martínez,ar ARG,DF,Man Utd,26.0,1998.0,19.5,2,17,6,35.3,0.87,0.31,0.12,0.33,15.9,0,0,0,1.3,1.3,0.08,0.7,0.7,ARG,2024-25,Premier League,lisandro martinez,man utd,DF,ar ARG,26.0,19.5,1200.0,1342.0,89.4,20292.0,7055.0,522.0,554.0,94.2,601.0,646.0,93.0,64.0,116.0,55.2,1.0,1.1,1.3,-0.1,9.0,91.0,18.0,2.0,117.0,DF,26.0,1998.0,19.5,40.0,24.0,25.0,12.0,3.0,21.0,36.0,58.3,15.0,22.0,8.0,14.0,32.0,72.0,57.0,1.0,DF,26.0,1998.0,19.5,1524.0,156.0,713.0,697.0,125.0,18.0,1524.0,7.0,6.0,85.7,1.0,14.3,1017.0,5141.0,3129.0,23.0,23.0,2.0,1.0,3.0,1069.0,7.0,DF,Lisandro Martínez,Man Utd,Centre-Back,40000000.0,40.0,Lisandro Martínez,Man Utd,0.1692,7.1795,0.1077,7.7436,0.2051,-0.35915261455809644,0.7459669157352782,-0.5539870995356951,0.6940546912069152,-1.3597564294445887,0.7933,0.7185,0.8321,-0.1136,Fair Value
Pape Matar Sarr,sn SEN,MF,Tottenham,21.0,2002.0,21.3,3,34,13,38.2,1.6,0.61,0.09,0.23,20.9,0,0,0,3.7,3.7,0.11,-0.7,-0.7,SEN,2024-25,Premier League,pape matar sarr,tottenham,MF,sn SEN,21.0,21.3,889.0,1029.0,86.4,13609.0,3128.0,462.0,509.0,90.8,347.0,386.0,89.9,45.0,62.0,72.6,2.0,1.6,0.8,0.4,15.0,85.0,12.0,2.0,88.0,MF,21.0,2002.0,21.3,49.0,36.0,19.0,23.0,7.0,12.0,25.0,48.0,13.0,26.0,10.0,16.0,30.0,79.0,25.0,1.0,MF,21.0,2002.0,21.3,1253.0,47.0,274.0,699.0,302.0,28.0,1253.0,30.0,11.0,36.7,16.0,53.3,772.0,4547.0,1918.0,33.0,37.0,5.0,29.0,22.0,872.0,53.0,MF,Pape Matar Sarr,Tottenham,Central Midfield,32000000.0,32.0,Pape Matar Sarr,Tottenham,0.3146,5.6808,0.169,6.1033,2.3944,0.14376740713187805,0.09468430830908263,-0.2142512840006382,0.05996152161576029,0.07565733848446418,0.0048,0.4874,0.6008,-0.1134,Fair Value
Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,27.0,1997.0,29.4,14,68,29,42.6,2.31,0.99,0.18,0.41,15.6,0,2,2,13.5,11.9,0.18,0.5,0.1,FRA,2024-25,Premier League,jean-philippe mateta,crystal palace,FW,fr FRA,27.0,29.4,291.0,447.0,65.1,3849.0,1016.0,176.0,232.0,75.9,83.0,130.0,63.8,7.0,23.0,30.4,2.0,3.2,2.3,-1.2,29.0,34.0,16.0,2.0,52.0,FW,27.0,1997.0,29.4,18.0,12.0,5.0,11.0,2.0,3.0,16.0,18.8,13.0,19.0,4.0,15.0,2.0,20.0,23.0,0.0,FW,27.0,1997.0,29.4,739.0,26.0,64.0,350.0,340.0,94.0,737.0,46.0,20.0,43.5,22.0,47.8,400.0,2143.0,1048.0,45.0,22.0,10.0,72.0,45.0,539.0,122.0,FW,Jean-Philippe Mateta,Crystal Palace,Centre-Forward,30000000.0,30.0,Jean-Philippe Mateta,Crystal Palace,0.881,3.2993,0.1769,2.1088,3.9796,2.1039021196153294,-0.9401776523425774,-0.17072367897186821,-1.484172929283862,1.1150394050046415,0.5526,0.5116,0.4767,0.0349,Fair Value
Stephy Mavididi,eng ENG,FW,Leicester,26.0,1998.0,17.9,4,26,7,26.9,1.45,0.39,0.15,0.57,16.1,1,0,0,1.8,1.8,0.07,2.2,2.2,ENG,2024-25,Premier League,stephy mavididi,leicester,FW,eng ENG,26.0,17.9,460.0,613.0,75.0,6191.0,1429.0,286.0,314.0,91.1,124.0,184.0,67.4,18.0,43.0,41.9,1.0,2.6,3.3,-1.6,22.0,32.0,26.0,7.0,57.0,FW,26.0,1998.0,17.9,34.0,19.0,16.0,10.0,8.0,14.0,42.0,33.3,28.0,26.0,2.0,24.0,11.0,45.0,15.0,0.0,FW,26.0,1998.0,17.9,863.0,23.0,132.0,327.0,421.0,61.0,863.0,95.0,35.0,36.8,47.0,49.5,583.0,4343.0,2355.0,91.0,40.0,27.0,39.0,35.0,623.0,138.0,FW,Stephy Mavididi,Leicester,Left Winger,10000000.0,10.0,Stephy Mavididi,Leicester,0.324,8.2682,0.2011,4.8045,4.1341,0.17653454261216742,1.2190531309431603,-0.03639247222754241,-0.442123080270055,1.2163312112107465,0.0354,0.2093,0.1279,0.0814,Fair Value
Konstantinos Mavropanos,gr GRE,DF,West Ham,26.0,1997.0,22.7,0,18,5,27.8,0.79,0.22,0.0,0.0,14.8,0,0,0,1.5,1.5,0.09,-1.5,-1.5,GRE,2024-25,Premier League,konstantinos mavropanos,west ham,DF,gr GRE,26.0,22.7,1092.0,1265.0,86.3,21548.0,7277.0,341.0,373.0,91.4,643.0,693.0,92.8,102.0,176.0,58.0,0.0,0.5,0.4,-0.5,5.0,64.0,4.0,1.0,61.0,DF,26.0,1997.0,22.7,35.0,24.0,24.0,10.0,1.0,16.0,27.0,59.3,11.0,25.0,18.0,7.0,40.0,75.0,126.0,1.0,DF,26.0,1997.0,22.7,1532.0,244.0,806.0,671.0,63.0,24.0,1532.0,17.0,9.0,52.9,5.0,29.4,864.0,4287.0,2292.0,17.0,10.0,1.0,12.0,0.0,1008.0,2.0,DF,Konstantinos Mavropanos,West Ham,Centre-Back,17000000.0,17.0,Konstantinos Mavropanos,West Ham,0.0661,3.4361,0.022,9.9559,0.5286,-0.716128885022504,-0.8807290115694214,-1.02859445355226,1.5492871725726876,-1.1476437253125686,0.9933,0.8593,0.3955,0.4637,Undervalued
Noussair Mazraoui,ma MAR,DF,Man Utd,26.0,1997.0,31.5,0,13,3,23.1,0.41,0.1,0.0,0.0,20.6,0,0,0,0.7,0.7,0.05,-0.7,-0.7,MAR,2024-25,Premier League,noussair mazraoui,man utd,DF,ma MAR,26.0,31.5,1526.0,1781.0,85.7,23059.0,8056.0,834.0,913.0,91.3,574.0,644.0,89.1,73.0,130.0,56.2,1.0,1.5,1.9,-0.5,20.0,125.0,20.0,5.0,115.0,DF,26.0,1997.0,31.5,115.0,68.0,58.0,42.0,15.0,59.0,94.0,62.8,35.0,36.0,9.0,27.0,34.0,149.0,95.0,1.0,DF,26.0,1997.0,31.5,2139.0,167.0,839.0,976.0,349.0,30.0,2139.0,48.0,26.0,54.2,18.0,37.5,1172.0,5481.0,2884.0,42.0,32.0,3.0,25.0,17.0,1289.0,58.0,DF,Noussair Mazraoui,Man Utd,Right-Back,25000000.0,25.0,Noussair Mazraoui,Man Utd,0.0222,4.9841,0.0794,8.8889,1.3333,-0.867905042066212,-0.20803692934576892,-0.7109260291866418,1.1367937500275702,-0.6200281861238429,0.7682,0.6963,0.5784,0.1179,Fair Value
Bryan Mbeumo,cm CMR,FW,Brentford,24.0,1999.0,37.9,20,79,34,43.0,2.08,0.9,0.19,0.44,17.9,6,5,6,12.3,7.5,0.1,7.7,7.5,CMR,2024-25,Premier League,bryan mbeumo,brentford,FW,cm CMR,24.0,37.9,872.0,1319.0,66.1,13902.0,4325.0,476.0,602.0,79.1,313.0,441.0,71.0,68.0,183.0,37.2,7.0,8.3,9.3,-1.3,70.0,63.0,59.0,19.0,141.0,FW,24.0,1999.0,37.9,49.0,31.0,18.0,15.0,16.0,21.0,35.0,60.0,14.0,26.0,3.0,23.0,14.0,63.0,55.0,1.0,FW,24.0,1999.0,37.9,1781.0,62.0,246.0,567.0,998.0,168.0,1775.0,111.0,52.0,46.8,47.0,42.3,1077.0,6721.0,3519.0,130.0,69.0,75.0,106.0,47.0,1204.0,351.0,FW,Bryan Mbeumo,Brentford,Right Winger,55000000.0,55.0,Bryan Mbeumo,Brentford,0.7256,7.1504,0.4037,3.7995,4.0369,1.5662522741587248,0.7333251139075628,1.08592547725273,-0.830625436256946,1.1526403230860183,0.9086,0.6744,0.907,-0.2326,Overvalued
John McGinn,sct SCO,"MF,FW",Aston Villa,29.0,1994.0,24.7,1,31,5,16.1,1.26,0.2,0.03,0.2,17.0,1,0,0,3.1,2.8,0.09,-2.1,-1.8,SCO,2024-25,Premier League,john mcginn,aston villa,MF,sct SCO,29.0,24.7,699.0,854.0,81.9,11807.0,3243.0,336.0,367.0,91.6,285.0,332.0,85.8,64.0,111.0,57.7,4.0,3.5,2.7,0.5,31.0,70.0,29.0,8.0,103.0,MF,29.0,1994.0,24.7,33.0,24.0,10.0,14.0,9.0,13.0,31.0,41.9,18.0,22.0,2.0,20.0,14.0,47.0,18.0,3.0,MF,29.0,1994.0,24.7,1072.0,31.0,164.0,558.0,361.0,58.0,1072.0,47.0,20.0,42.6,13.0,27.7,581.0,2930.0,1270.0,32.0,17.0,7.0,37.0,29.0,744.0,87.0,MF,John McGinn,Aston Villa,Central Midfield,16000000.0,16.0,John McGinn,Aston Villa,0.1538,5.4656,0.3036,3.5223,2.6721,-0.41239414766941085,0.0011837488155565586,0.5316258412348736,-0.9377847934643446,0.2577354710223053,-0.2016,0.2773,0.2857,-0.0084,Fair Value
Dwight McNeil,eng ENG,"MF,FW",Everton,24.0,1999.0,15.2,4,25,10,40.0,1.64,0.66,0.16,0.4,21.9,0,0,0,1.1,1.1,0.04,2.9,2.9,ENG,2024-25,Premier League,dwight mcneil,everton,MF,eng ENG,24.0,15.2,461.0,619.0,74.5,8501.0,2790.0,215.0,246.0,87.4,165.0,200.0,82.5,70.0,136.0,51.5,6.0,5.2,4.3,0.8,37.0,40.0,36.0,10.0,69.0,MF,24.0,1999.0,15.2,13.0,8.0,6.0,5.0,2.0,9.0,21.0,42.9,12.0,7.0,0.0,7.0,6.0,19.0,2.0,1.0,MF,24.0,1999.0,15.2,748.0,6.0,73.0,328.0,368.0,25.0,748.0,45.0,24.0,53.3,20.0,44.4,443.0,2674.0,1162.0,38.0,34.0,5.0,26.0,33.0,510.0,80.0,MF,Dwight McNeil,Everton,Left Winger,25000000.0,25.0,Dwight McNeil,Everton,0.3355,7.0395,0.7368,1.8421,3.8816,0.2163463255859138,0.6851234089888836,2.9316379210375776,-1.5872861228811344,1.0507754687211315,0.4507,0.8151,0.4622,0.3529,Undervalued
Mikel Merino,es ESP,"MF,FW",Arsenal,28.0,1996.0,17.6,7,38,13,34.2,2.16,0.74,0.18,0.54,10.7,0,0,0,5.9,5.9,0.16,1.1,1.1,ESP,2024-25,Premier League,mikel merino,arsenal,MF,es ESP,28.0,17.6,451.0,577.0,78.2,6182.0,1776.0,285.0,328.0,86.9,128.0,165.0,77.6,17.0,31.0,54.8,2.0,2.0,1.2,0.0,17.0,40.0,24.0,4.0,69.0,MF,28.0,1996.0,17.6,46.0,28.0,7.0,26.0,13.0,20.0,36.0,55.6,16.0,18.0,5.0,13.0,15.0,61.0,26.0,2.0,MF,28.0,1996.0,17.6,783.0,37.0,140.0,330.0,323.0,79.0,783.0,23.0,9.0,39.1,10.0,43.5,388.0,1518.0,747.0,11.0,13.0,4.0,24.0,27.0,504.0,94.0,MF,Mikel Merino,Arsenal,Central Midfield,35000000.0,35.0,Mikel Merino,Arsenal,0.733,4.5455,0.2273,5.9659,2.8977,1.5917260617763727,-0.3986640501749884,0.1085141109383052,0.006855488900736675,0.4056951967245776,0.0672,0.5294,0.6345,-0.105,Fair Value
Nikola Milenković,rs SRB,DF,Nottm Forest,26.0,1997.0,37.0,5,29,8,27.6,0.78,0.22,0.17,0.63,11.6,0,0,0,4.0,4.0,0.14,1.0,1.0,SRB,2024-25,Premier League,nikola milenkovic,nottm forest,DF,rs SRB,26.0,37.0,850.0,1033.0,82.3,17093.0,6325.0,258.0,293.0,88.1,475.0,538.0,88.3,103.0,167.0,61.7,2.0,1.1,0.5,0.9,9.0,53.0,2.0,0.0,51.0,DF,26.0,1997.0,37.0,51.0,29.0,36.0,13.0,2.0,27.0,34.0,79.4,7.0,41.0,24.0,17.0,27.0,78.0,209.0,1.0,DF,26.0,1997.0,37.0,1412.0,257.0,775.0,552.0,89.0,64.0,1412.0,1.0,1.0,100.0,0.0,0.0,547.0,2345.0,1116.0,3.0,3.0,2.0,4.0,2.0,727.0,6.0,DF,Nikola Milenković,Nottm Forest,Centre-Back,35000000.0,35.0,Nikola Milenković,Nottm Forest,0.2432,1.4595,0.0838,8.8649,0.1622,-0.10301767148204334,-1.7396973731634713,-0.6864454575647153,1.1275067669462162,-1.3879278981705632,0.61,0.6074,0.7612,-0.1538,Overvalued
Tyrone Mings,eng ENG,DF,Aston Villa,31.0,1993.0,12.4,0,9,1,11.1,0.72,0.08,0.0,0.0,11.8,0,0,0,0.8,0.8,0.09,-0.8,-0.8,ENG,2024-25,Premier League,tyrone mings,aston villa,DF,eng ENG,31.0,12.4,596.0,676.0,88.2,10642.0,3364.0,234.0,256.0,91.4,323.0,342.0,94.4,34.0,64.0,53.1,0.0,0.2,0.2,-0.2,3.0,48.0,5.0,0.0,40.0,DF,31.0,1993.0,12.4,7.0,6.0,6.0,1.0,0.0,2.0,2.0,100.0,0.0,13.0,11.0,2.0,7.0,14.0,61.0,1.0,DF,31.0,1993.0,12.4,794.0,146.0,405.0,346.0,47.0,17.0,794.0,3.0,2.0,66.7,1.0,33.3,484.0,2662.0,1365.0,7.0,13.0,1.0,3.0,1.0,532.0,1.0,DF,Tyrone Mings,Aston Villa,Centre-Back,5000000.0,5.0,Tyrone Mings,Aston Villa,0.0645,3.7903,0.0161,7.0968,0.3226,-0.7215385334770429,-0.7268101099852609,-1.061267313328181,0.4440147701685764,-1.2827465976619306,0.2687,0.2963,0.1381,0.1582,Fair Value
Yankuba Minteh,gm GAM,"FW,MF",Brighton,20.0,2004.0,20.4,6,34,16,47.1,1.66,0.78,0.18,0.38,13.8,0,0,0,4.1,4.1,0.12,1.9,1.9,GAM,2024-25,Premier League,yankuba minteh,brighton,MF,gm GAM,20.0,20.4,348.0,557.0,62.5,5531.0,1843.0,200.0,257.0,77.8,107.0,172.0,62.2,31.0,67.0,46.3,4.0,5.0,5.0,-1.0,29.0,14.0,36.0,9.0,48.0,MF,20.0,2004.0,20.4,48.0,35.0,25.0,13.0,10.0,17.0,45.0,37.8,28.0,22.0,0.0,22.0,11.0,59.0,31.0,0.0,MF,20.0,2004.0,20.4,836.0,30.0,135.0,228.0,491.0,146.0,836.0,98.0,46.0,46.9,43.0,43.9,481.0,3573.0,2105.0,90.0,24.0,67.0,53.0,28.0,511.0,201.0,MF,Yankuba Minteh,Brighton,Right Winger,30000000.0,30.0,Yankuba Minteh,Brighton,0.4951,6.7647,0.4412,5.4902,3.9706,0.7685761333536171,0.5657218000726779,1.2935867956527196,-0.17704120942266152,1.1091360297134891,0.4261,0.7899,0.563,0.2269,Fair Value
