player_name,nation_raw,position,club,age,born,nineties,goals,shots,shots_on_target,SoT%,shots_per90,sot_per90,goals_per_shot,goals_per_sot,avg_shot_distance,free_kicks,penalty_goals,penalty_attempts,xg,npxg,npxg_per_shot,g_minus_xg,npg_minus_npxg,nation_code,season,league,player_key,club_key,position_group,nation,age_pass,nineties_pass,passes_completed_total,passes_attempted_total,pass_completion_total_pct,pass_total_distance,pass_progressive_distance,short_passes_completed,short_passes_attempted,short_pass_completion_pct,medium_passes_completed,medium_passes_attempted,medium_pass_completion_pct,long_passes_completed,long_passes_attempted,long_pass_completion_pct,assists,xag,xa,a_minus_xag,key_passes,passes_into_final_third,passes_into_pen_area,crosses_into_pen_area,progressive_passes,position_group_pass,age_def,born_def,nineties_def,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,tackles_vs_dribblers,dribbles_faced,tackle_success_pct,dribbles_lost,blocks,blocks_shots,blocks_passes,interceptions,tackles_plus_interceptions,clearances,errors_leading_to_shot,position_group_def,age_poss,born_poss,nineties_poss,touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,takeons_attempted,takeons_succeeded,takeons_success_pct,takeons_tackled,takeons_tackled_pct,carries,carries_total_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_pen_area,miscontrols,dispossessed,passes_received,progressive_passes_received,position_group_poss,player_name_tm,club_tm,position_tm,market_value_eur,market_value_millions,player_name_final,club_final,raw_attacking,raw_progression,raw_creation,raw_defensive,raw_mistakes,z_raw_attacking,z_raw_progression,z_raw_creation,z_raw_defensive,z_raw_mistakes,performance_index,perf_rank_pct,value_rank_pct,undervaluation_delta,valuation_category
Yukinari Sugawara,jp JPN,"DF,MF",Southampton,24.0,2000.0,17.3,1,14,5,35.7,0.81,0.29,0.07,0.2,20.2,1,0,0,0.5,0.5,0.03,0.5,0.5,JPN,2024-25,Premier League,yukinari sugawara,southampton,DF,jp JPN,24.0,17.3,713.0,891.0,80.0,11241.0,3454.0,377.0,427.0,88.3,282.0,339.0,83.2,37.0,76.0,48.7,1.0,2.2,2.5,-1.2,17.0,47.0,21.0,9.0,72.0,DF,24.0,2000.0,17.3,31.0,18.0,16.0,14.0,1.0,19.0,31.0,61.3,12.0,21.0,10.0,11.0,11.0,42.0,53.0,3.0,DF,24.0,2000.0,17.3,1066.0,67.0,327.0,410.0,334.0,29.0,1066.0,20.0,9.0,45.0,10.0,50.0,564.0,2569.0,1384.0,33.0,16.0,7.0,18.0,5.0,709.0,78.0,DF,Yukinari Sugawara,Southampton,Right-Back,12000000.0,12.0,Yukinari Sugawara,Southampton,0.0867,6.0694,0.185,6.7052,1.3295,-0.6447488152939332,0.2635578652398724,-0.12584600019343986,0.2926445653207735,-0.6225548459144814,0.3124,0.3407,0.2836,0.0572,Fair Value
Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,22.0,2002.0,15.6,1,29,8,27.6,1.86,0.51,0.03,0.13,18.6,0,0,0,1.5,1.5,0.05,-0.5,-0.5,GHA,2024-25,Premier League,kamaldeen sulemana,southampton,MF,gh GHA,22.0,15.6,285.0,357.0,79.8,4101.0,627.0,177.0,201.0,88.1,86.0,103.0,83.5,13.0,28.0,46.4,1.0,1.0,0.8,0.0,10.0,6.0,13.0,7.0,27.0,MF,22.0,2002.0,15.6,22.0,17.0,9.0,5.0,8.0,10.0,15.0,66.7,5.0,16.0,4.0,12.0,6.0,28.0,9.0,0.0,MF,22.0,2002.0,15.6,587.0,17.0,92.0,219.0,301.0,59.0,587.0,103.0,39.0,37.9,56.0,54.4,380.0,3283.0,1620.0,63.0,37.0,28.0,50.0,25.0,410.0,87.0,MF,Kamaldeen Sulemana,Southampton,Left Winger,13000000.0,13.0,Kamaldeen Sulemana,Southampton,0.1603,5.7692,0.1282,3.3974,4.8077,-0.3902101755396965,0.13313352248243637,-0.44034166771949224,-0.9860409163326602,1.6579985631934546,-0.6172,0.0672,0.2269,-0.1597,Overvalued
Sammie Szmodics,ie IRL,"FW,MF",Ipswich,28.0,1995.0,11.0,4,21,12,57.1,1.91,1.09,0.19,0.33,14.0,0,0,0,3.4,3.4,0.16,0.6,0.6,IRL,2024-25,Premier League,sammie szmodics,ipswich,MF,ie IRL,28.0,11.0,149.0,201.0,74.1,2458.0,724.0,72.0,82.0,87.8,54.0,65.0,83.1,15.0,29.0,51.7,0.0,0.2,0.5,-0.2,5.0,11.0,4.0,1.0,19.0,MF,28.0,1995.0,11.0,16.0,10.0,4.0,10.0,2.0,7.0,26.0,26.9,19.0,10.0,2.0,8.0,6.0,22.0,14.0,0.0,MF,28.0,1995.0,11.0,318.0,17.0,80.0,125.0,119.0,33.0,318.0,12.0,4.0,33.3,6.0,50.0,179.0,1003.0,407.0,16.0,8.0,7.0,24.0,17.0,193.0,47.0,MF,Sammie Szmodics,Ipswich,Attacking Midfield,10000000.0,10.0,Sammie Szmodics,Ipswich,0.6727,3.1818,0.0182,4.1818,3.7273,1.3832975599940114,-0.9912384882789756,-1.0498944383700346,-0.6828217305257057,0.9496017847241034,-0.7151,0.0252,0.1345,-0.1092,Fair Value
Dominik Szoboszlai,hu HUN,MF,Liverpool,23.0,2000.0,27.7,6,67,22,32.8,2.42,0.79,0.09,0.27,18.9,4,0,0,7.3,7.3,0.11,-1.3,-1.3,HUN,2024-25,Premier League,dominik szoboszlai,liverpool,MF,hu HUN,23.0,27.7,1114.0,1322.0,84.3,17528.0,3641.0,601.0,671.0,89.6,366.0,416.0,88.0,95.0,133.0,71.4,6.0,7.4,5.9,-1.4,56.0,88.0,33.0,5.0,131.0,MF,23.0,2000.0,27.7,38.0,20.0,14.0,19.0,5.0,17.0,45.0,37.8,28.0,39.0,5.0,34.0,9.0,47.0,19.0,2.0,MF,23.0,2000.0,27.7,1584.0,32.0,220.0,761.0,626.0,104.0,1584.0,41.0,21.0,51.2,17.0,41.5,805.0,4223.0,2372.0,72.0,49.0,18.0,37.0,23.0,1073.0,127.0,MF,Dominik Szoboszlai,Liverpool,Attacking Midfield,80000000.0,80.0,Dominik Szoboszlai,Liverpool,0.4801,7.3285,0.4838,3.7906,2.1661,0.7168260943124382,0.8107297488916332,1.5294782944016037,-0.834049902349628,-0.07403251194322005,0.5762,0.8571,0.9454,-0.0882,Fair Value
James Tarkowski,eng ENG,DF,Everton,31.0,1992.0,32.5,1,15,4,26.7,0.46,0.12,0.07,0.25,8.4,0,0,0,1.3,1.3,0.09,-0.3,-0.3,ENG,2024-25,Premier League,james tarkowski,everton,DF,eng ENG,31.0,32.5,1045.0,1290.0,81.0,22119.0,8229.0,337.0,399.0,84.5,525.0,571.0,91.9,173.0,276.0,62.7,1.0,2.9,2.4,-1.9,16.0,83.0,11.0,0.0,75.0,DF,31.0,1992.0,32.5,64.0,40.0,39.0,22.0,3.0,24.0,39.0,61.5,15.0,57.0,42.0,15.0,41.0,105.0,213.0,4.0,DF,31.0,1992.0,32.5,1706.0,355.0,974.0,635.0,106.0,57.0,1706.0,7.0,5.0,71.4,2.0,28.6,727.0,3610.0,1943.0,9.0,10.0,0.0,13.0,7.0,927.0,3.0,DF,James Tarkowski,Everton,Centre-Back,9000000.0,9.0,James Tarkowski,Everton,0.0708,2.5846,0.12,11.5385,0.6154,-0.6998984264705086,-1.2507557037357988,-0.48579984044597346,2.161040826403712,-1.0907643409643175,1.3669,0.963,0.2276,0.7354,Undervalued
Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,25.0,1999.0,21.5,3,57,17,29.8,2.65,0.79,0.05,0.18,21.1,4,0,0,5.5,5.5,0.1,-2.5,-2.5,ENG,2024-25,Premier League,marcus tavernier,bournemouth,MF,eng ENG,25.0,21.5,689.0,934.0,73.8,11654.0,3481.0,334.0,387.0,86.3,280.0,352.0,79.5,60.0,127.0,47.2,5.0,4.0,3.6,1.0,43.0,80.0,40.0,14.0,128.0,MF,25.0,1999.0,21.5,43.0,24.0,15.0,19.0,9.0,10.0,27.0,37.0,17.0,16.0,3.0,13.0,5.0,48.0,11.0,0.0,MF,25.0,1999.0,21.5,1196.0,20.0,135.0,468.0,622.0,58.0,1196.0,65.0,28.0,43.1,31.0,47.7,705.0,4335.0,2068.0,53.0,51.0,9.0,46.0,47.0,790.0,129.0,MF,Marcus Tavernier,Bournemouth,Attacking Midfield,18000000.0,18.0,Marcus Tavernier,Bournemouth,0.3953,8.4186,0.4186,3.4884,4.3256,0.42337410465936187,1.2844310980521516,1.1685340675854714,-0.9508876502079728,1.3418937615418562,0.3662,0.7563,0.3277,0.4286,Undervalued
Mathys Tel,fr FRA,FW,Tottenham,19.0,2005.0,10.1,2,22,8,36.4,2.17,0.79,0.05,0.13,16.0,1,1,1,3.0,2.2,0.1,-1.0,-1.2,FRA,2024-25,Premier League,mathys tel,tottenham,FW,fr FRA,19.0,10.1,185.0,266.0,69.5,3172.0,666.0,89.0,112.0,79.5,71.0,97.0,73.2,20.0,34.0,58.8,1.0,2.6,1.5,-1.6,14.0,12.0,14.0,4.0,21.0,FW,19.0,2005.0,10.1,16.0,6.0,5.0,6.0,5.0,5.0,13.0,38.5,8.0,8.0,1.0,7.0,2.0,18.0,8.0,2.0,FW,19.0,2005.0,10.1,414.0,9.0,58.0,150.0,217.0,40.0,413.0,53.0,15.0,28.3,31.0,58.5,266.0,1578.0,805.0,28.0,23.0,11.0,28.0,15.0,279.0,72.0,FW,Mathys Tel,Tottenham,Centre-Forward,30000000.0,30.0,Mathys Tel,Tottenham,0.4158,4.8515,0.3564,3.3663,4.2574,0.4942933468995078,-0.26567704756419197,0.8241044115226649,-0.9980629795893908,1.2972062662992787,0.1189,0.2326,0.4767,-0.2442,Overvalued
Kenny Tete,nl NED,DF,Fulham,28.0,1995.0,19.7,0,24,2,8.3,1.22,0.1,0.0,0.0,15.5,0,0,0,1.4,1.4,0.06,-1.4,-1.4,NED,2024-25,Premier League,kenny tete,fulham,DF,nl NED,28.0,19.7,772.0,956.0,80.8,12358.0,4026.0,405.0,443.0,91.4,285.0,353.0,80.7,61.0,108.0,56.5,2.0,0.9,0.7,1.1,9.0,65.0,13.0,6.0,63.0,DF,28.0,1995.0,19.7,56.0,38.0,29.0,14.0,13.0,23.0,38.0,60.5,15.0,31.0,12.0,19.0,32.0,88.0,67.0,0.0,DF,28.0,1995.0,19.7,1205.0,79.0,402.0,484.0,329.0,37.0,1205.0,20.0,9.0,45.0,6.0,30.0,611.0,2851.0,1336.0,34.0,21.0,7.0,17.0,10.0,695.0,54.0,DF,Kenny Tete,Fulham,Right-Back,13000000.0,13.0,Kenny Tete,Fulham,0.0711,4.9239,0.1472,9.4416,1.3706,-0.6988714324307981,-0.23422715026119137,-0.33506100118925375,1.350465073967836,-0.5956209090599605,0.9361,0.8444,0.306,0.5385,Undervalued
Luke Thomas,eng ENG,DF,Leicester,23.0,2001.0,12.3,0,5,0,0.0,0.41,0.0,0.0,0.0,16.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4,ENG,2024-25,Premier League,luke thomas,leicester,DF,eng ENG,23.0,12.3,493.0,629.0,78.4,8065.0,2702.0,245.0,267.0,91.8,205.0,251.0,81.7,35.0,82.0,42.7,0.0,0.5,0.5,-0.5,9.0,32.0,5.0,2.0,37.0,DF,23.0,2001.0,12.3,31.0,25.0,23.0,5.0,3.0,21.0,41.0,51.2,20.0,15.0,6.0,9.0,21.0,52.0,49.0,1.0,DF,23.0,2001.0,12.3,775.0,50.0,294.0,366.0,120.0,8.0,775.0,6.0,3.0,50.0,3.0,50.0,371.0,1457.0,585.0,5.0,8.0,2.0,12.0,4.0,431.0,16.0,DF,Luke Thomas,Leicester,Left-Back,5000000.0,5.0,Luke Thomas,Leicester,0.0325,3.4146,0.0407,9.4309,1.3008,-0.8322664006610773,-0.8900672427490267,-0.9254136327886506,1.3463171488141918,-0.6413507297228889,0.7727,0.7111,0.1381,0.5731,Undervalued
Youri Tielemans,be BEL,MF,Aston Villa,27.0,1997.0,33.6,3,40,12,30.0,1.19,0.36,0.08,0.25,20.1,0,0,1,3.3,2.5,0.06,-0.3,0.5,BEL,2024-25,Premier League,youri tielemans,aston villa,MF,be BEL,27.0,33.6,1694.0,2061.0,82.2,29049.0,10244.0,787.0,876.0,89.8,737.0,844.0,87.3,140.0,259.0,54.1,7.0,7.0,5.7,0.0,60.0,229.0,38.0,4.0,235.0,MF,27.0,1997.0,33.6,84.0,58.0,32.0,44.0,8.0,40.0,73.0,54.8,33.0,38.0,16.0,22.0,23.0,107.0,47.0,4.0,MF,27.0,1997.0,33.6,2385.0,103.0,479.0,1366.0,565.0,45.0,2384.0,61.0,31.0,50.8,19.0,31.1,1288.0,5561.0,2551.0,39.0,26.0,9.0,31.0,29.0,1667.0,48.0,MF,Youri Tielemans,Aston Villa,Central Midfield,38000000.0,38.0,Youri Tielemans,Aston Villa,0.1637,8.1548,0.4167,5.7143,1.7857,-0.378325904755921,1.169777022108185,1.1577972171958593,-0.09041472857978974,-0.3234163742728296,0.668,0.8908,0.6639,0.2269,Fair Value
Jurriën Timber,nl NED,DF,Arsenal,23.0,2001.0,26.9,1,14,4,28.6,0.52,0.15,0.07,0.25,14.1,0,0,0,1.2,1.2,0.09,-0.2,-0.2,NED,2024-25,Premier League,jurrien timber,arsenal,DF,nl NED,23.0,26.9,1194.0,1395.0,85.6,17327.0,4642.0,674.0,741.0,91.0,472.0,549.0,86.0,27.0,51.0,52.9,3.0,0.8,1.3,2.2,17.0,107.0,17.0,2.0,146.0,DF,23.0,2001.0,26.9,58.0,38.0,17.0,30.0,11.0,18.0,27.0,66.7,9.0,19.0,4.0,15.0,22.0,80.0,44.0,1.0,DF,23.0,2001.0,26.9,1661.0,51.0,304.0,859.0,505.0,66.0,1661.0,53.0,24.0,45.3,24.0,45.3,890.0,3916.0,2076.0,57.0,27.0,11.0,33.0,24.0,1052.0,104.0,DF,Jurriën Timber,Arsenal,Right-Back,55000000.0,55.0,Jurriën Timber,Arsenal,0.0818,7.5465,0.1413,5.316,2.119,-0.6617782804584672,0.9054402894441959,-0.36799304244616615,-0.24438605256863083,-0.10491833639001469,-0.0257,0.1111,0.9216,-0.8105,Overvalued
Jean-Clair Todibo,fr FRA,DF,West Ham,24.0,1999.0,20.3,0,5,0,0.0,0.25,0.0,0.0,0.0,12.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4,FRA,2024-25,Premier League,jean-clair todibo,west ham,DF,fr FRA,24.0,20.3,951.0,1082.0,87.9,16772.0,5965.0,355.0,378.0,93.9,542.0,574.0,94.4,48.0,109.0,44.0,0.0,0.0,0.1,0.0,2.0,44.0,1.0,0.0,38.0,DF,24.0,1999.0,20.3,47.0,28.0,30.0,15.0,2.0,26.0,36.0,72.2,10.0,25.0,13.0,12.0,26.0,73.0,83.0,3.0,DF,24.0,1999.0,20.3,1297.0,165.0,716.0,543.0,47.0,11.0,1297.0,16.0,9.0,56.3,7.0,43.8,760.0,3221.0,1602.0,9.0,5.0,0.0,14.0,11.0,890.0,5.0,DF,Jean-Clair Todibo,West Ham,Centre-Back,25000000.0,25.0,Jean-Clair Todibo,West Ham,0.0197,2.3153,0.0,8.9163,1.2315,-0.8766183526301327,-1.3678005696356965,-1.1506256165707598,1.1473731334638404,-0.686779301676521,0.5313,0.5333,0.5784,-0.045,Fair Value
Sandro Tonali,it ITA,MF,Newcastle,24.0,2000.0,29.2,4,35,12,34.3,1.2,0.41,0.11,0.33,19.6,3,0,0,4.4,4.4,0.13,-0.4,-0.4,ITA,2024-25,Premier League,sandro tonali,newcastle,MF,it ITA,24.0,29.2,1285.0,1535.0,83.7,20569.0,5348.0,672.0,745.0,90.2,468.0,537.0,87.2,99.0,157.0,63.1,2.0,2.2,2.8,-0.2,28.0,104.0,30.0,5.0,128.0,MF,24.0,2000.0,29.2,51.0,32.0,22.0,23.0,6.0,25.0,51.0,49.0,26.0,34.0,11.0,23.0,34.0,85.0,33.0,2.0,MF,24.0,2000.0,29.2,1818.0,64.0,406.0,991.0,450.0,45.0,1818.0,37.0,20.0,54.1,14.0,37.8,979.0,5567.0,2334.0,37.0,40.0,6.0,30.0,23.0,1257.0,53.0,MF,Sandro Tonali,Newcastle,Defensive Midfield,60000000.0,60.0,Sandro Tonali,Newcastle,0.2877,5.6507,0.1438,5.2055,1.8151,0.05073425679202278,0.08161888481796933,-0.3537454054622829,-0.28710430665795544,-0.3041697534605791,-0.0784,0.3782,0.895,-0.5168,Overvalued
Pau Torres,es ESP,DF,Aston Villa,27.0,1997.0,22.4,0,8,2,25.0,0.36,0.09,0.0,0.0,11.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5,ESP,2024-25,Premier League,pau torres,aston villa,DF,es ESP,27.0,22.4,1217.0,1369.0,88.9,21319.0,7907.0,521.0,547.0,95.2,602.0,644.0,93.5,79.0,148.0,53.4,0.0,0.1,0.4,-0.1,3.0,110.0,8.0,0.0,97.0,DF,27.0,1997.0,22.4,21.0,15.0,11.0,8.0,2.0,10.0,17.0,58.8,7.0,16.0,11.0,5.0,10.0,31.0,75.0,2.0,DF,27.0,1997.0,22.4,1518.0,237.0,701.0,726.0,97.0,17.0,1518.0,17.0,15.0,88.2,2.0,11.8,965.0,6359.0,4176.0,40.0,27.0,0.0,6.0,5.0,1090.0,8.0,DF,Pau Torres,Aston Villa,Centre-Back,32000000.0,32.0,Pau Torres,Aston Villa,0.0223,6.1161,0.0045,5.4464,0.4911,-0.867561718688014,0.28385472228406883,-1.125892514780403,-0.19396044396228515,-1.1722725463464534,-0.0028,0.1185,0.7164,-0.5979,Overvalued
Adama Traoré,es ESP,"FW,MF",Fulham,28.0,1996.0,19.7,2,39,12,30.8,1.98,0.61,0.05,0.17,14.2,0,0,0,4.0,4.0,0.1,-2.0,-2.0,ESP,2024-25,Premier League,adama traore,fulham,MF,es ESP,28.0,19.7,424.0,587.0,72.2,6645.0,1683.0,236.0,286.0,82.5,143.0,194.0,73.7,30.0,54.0,55.6,7.0,4.9,4.5,2.1,42.0,36.0,38.0,22.0,68.0,MF,28.0,1996.0,19.7,20.0,13.0,9.0,6.0,5.0,5.0,13.0,38.5,8.0,7.0,0.0,7.0,1.0,21.0,6.0,4.0,MF,28.0,1996.0,19.7,801.0,4.0,83.0,285.0,455.0,91.0,801.0,97.0,48.0,49.5,36.0,37.1,538.0,4631.0,2486.0,100.0,45.0,33.0,37.0,25.0,607.0,161.0,MF,Adama Traoré,Fulham,Right Winger,9000000.0,9.0,Adama Traoré,Fulham,0.3046,8.5279,0.6041,1.7259,3.1472,0.10921071986783185,1.3319340550153373,2.196001598270593,-1.6322121826677154,0.5692718598980671,0.5381,0.8319,0.0924,0.7395,Undervalued
Kieran Trippier,eng ENG,DF,Newcastle,33.0,1990.0,14.5,0,4,0,0.0,0.28,0.0,0.0,0.0,23.6,2,0,0,0.1,0.1,0.03,-0.1,-0.1,ENG,2024-25,Premier League,kieran trippier,newcastle,DF,eng ENG,33.0,14.5,1036.0,1256.0,82.5,17676.0,6130.0,500.0,529.0,94.5,432.0,504.0,85.7,83.0,172.0,48.3,3.0,1.4,1.5,1.6,22.0,70.0,22.0,2.0,117.0,DF,33.0,1990.0,14.5,38.0,21.0,18.0,14.0,6.0,22.0,36.0,61.1,14.0,11.0,3.0,8.0,12.0,50.0,49.0,0.0,DF,33.0,1990.0,14.5,1388.0,50.0,375.0,616.0,406.0,13.0,1388.0,8.0,4.0,50.0,4.0,50.0,609.0,2258.0,1224.0,26.0,14.0,4.0,11.0,8.0,847.0,58.0,DF,Kieran Trippier,Newcastle,Right-Back,10000000.0,10.0,Kieran Trippier,Newcastle,0.0069,9.8621,0.3034,7.5862,1.3103,-0.9209425846292071,1.9116951383867653,0.5305430127103091,0.6332150984611018,-0.6351010186679961,0.9013,0.8148,0.2575,0.5574,Undervalued
Leandro Trossard,be BEL,FW,Arsenal,29.0,1994.0,28.3,8,72,21,29.2,2.55,0.74,0.11,0.38,15.9,0,0,0,7.2,7.2,0.1,0.8,0.8,BEL,2024-25,Premier League,leandro trossard,arsenal,FW,be BEL,29.0,28.3,711.0,954.0,74.5,11435.0,2972.0,377.0,439.0,85.9,275.0,357.0,77.0,43.0,87.0,49.4,7.0,6.1,4.1,0.9,41.0,45.0,48.0,10.0,101.0,FW,29.0,1994.0,28.3,31.0,20.0,6.0,16.0,9.0,12.0,34.0,35.3,22.0,32.0,0.0,32.0,9.0,40.0,18.0,0.0,FW,29.0,1994.0,28.3,1278.0,17.0,135.0,399.0,762.0,158.0,1278.0,86.0,38.0,44.2,37.0,43.0,828.0,5024.0,2218.0,80.0,55.0,30.0,66.0,52.0,956.0,226.0,FW,Leandro Trossard,Arsenal,Left Winger,22000000.0,22.0,Leandro Trossard,Arsenal,0.5371,6.3958,0.4629,3.1802,4.1696,0.9139408644675735,0.4053945513512704,1.413926111119081,-1.0700132986059465,1.2396291322918842,0.5783,0.5349,0.3488,0.186,Fair Value
Axel Tuanzebe,cd COD,DF,Ipswich,26.0,1997.0,19.0,0,4,0,0.0,0.21,0.0,0.0,0.0,15.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,COD,2024-25,Premier League,axel tuanzebe,ipswich,DF,cd COD,26.0,19.0,682.0,814.0,83.8,10396.0,4020.0,380.0,416.0,91.3,260.0,314.0,82.8,28.0,49.0,57.1,1.0,0.3,0.3,0.7,5.0,63.0,6.0,1.0,61.0,DF,26.0,1997.0,19.0,31.0,19.0,21.0,4.0,6.0,17.0,26.0,65.4,9.0,21.0,10.0,11.0,23.0,54.0,56.0,1.0,DF,26.0,1997.0,19.0,971.0,97.0,407.0,426.0,145.0,8.0,971.0,10.0,4.0,40.0,6.0,60.0,402.0,1698.0,826.0,10.0,7.0,1.0,11.0,1.0,516.0,15.0,DF,Axel Tuanzebe,Ipswich,Right-Back,3000000.0,3.0,Axel Tuanzebe,Ipswich,0.0105,3.7368,0.0684,6.8947,0.6316,-0.908381061390603,-0.7500502959278789,-0.7715582880785571,0.3659130557023684,-1.0801462322085174,0.1842,0.2222,0.1007,0.1215,Fair Value
Destiny Udogie,it ITA,DF,Tottenham,21.0,2002.0,21.4,0,5,1,20.0,0.23,0.05,0.0,0.0,15.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3,ITA,2024-25,Premier League,destiny udogie,tottenham,DF,it ITA,21.0,21.4,972.0,1115.0,87.2,14117.0,4770.0,544.0,597.0,91.1,371.0,412.0,90.0,26.0,33.0,78.8,1.0,1.5,1.2,-0.5,16.0,89.0,6.0,1.0,121.0,DF,21.0,2002.0,21.4,75.0,47.0,42.0,26.0,7.0,33.0,48.0,68.8,15.0,40.0,6.0,34.0,22.0,97.0,36.0,1.0,DF,21.0,2002.0,21.4,1376.0,63.0,394.0,609.0,389.0,49.0,1376.0,32.0,13.0,40.6,16.0,50.0,758.0,4340.0,2352.0,54.0,40.0,12.0,37.0,19.0,819.0,94.0,DF,Destiny Udogie,Tottenham,Left-Back,40000000.0,40.0,Destiny Udogie,Tottenham,0.014,8.1776,0.1168,8.0841,2.6168,-0.8962949976764507,1.179688425148717,-0.5034042613090908,0.8256906660815456,0.22151481965906195,0.7107,0.6593,0.8321,-0.1728,Overvalued
Manuel Ugarte,uy URU,MF,Man Utd,23.0,2001.0,19.8,1,19,4,21.1,0.96,0.2,0.05,0.25,21.7,0,0,0,1.0,1.0,0.05,0.0,0.0,URU,2024-25,Premier League,manuel ugarte,man utd,MF,uy URU,23.0,19.8,800.0,910.0,87.9,13018.0,2801.0,410.0,457.0,89.7,310.0,333.0,93.1,62.0,83.0,74.7,2.0,1.1,0.7,0.9,10.0,59.0,9.0,3.0,61.0,MF,23.0,2001.0,19.8,77.0,49.0,34.0,34.0,9.0,30.0,68.0,44.1,38.0,33.0,4.0,29.0,27.0,104.0,17.0,2.0,MF,23.0,2001.0,19.8,1161.0,46.0,331.0,639.0,211.0,16.0,1161.0,32.0,18.0,56.3,10.0,31.3,668.0,2883.0,1347.0,16.0,16.0,1.0,32.0,25.0,728.0,20.0,MF,Manuel Ugarte,Man Utd,Defensive Midfield,45000000.0,45.0,Manuel Ugarte,Man Utd,0.101,3.8889,0.1566,7.7778,2.8788,-0.5952438573446321,-0.6839776685213524,-0.2832182487311816,0.7072707825149938,0.3932772380944517,-0.2817,0.2185,0.7563,-0.5378,Overvalued
Lesley Ugochukwu,fr FRA,MF,Southampton,20.0,2004.0,18.4,1,10,1,10.0,0.54,0.05,0.1,1.0,17.0,0,0,0,0.9,0.9,0.09,0.1,0.1,FRA,2024-25,Premier League,lesley ugochukwu,southampton,MF,fr FRA,20.0,18.4,600.0,706.0,85.0,9335.0,2081.0,289.0,327.0,88.4,265.0,292.0,90.8,23.0,38.0,60.5,1.0,1.0,0.6,0.0,14.0,54.0,7.0,1.0,49.0,MF,20.0,2004.0,18.4,50.0,24.0,16.0,30.0,4.0,18.0,36.0,50.0,18.0,27.0,10.0,17.0,14.0,64.0,23.0,2.0,MF,20.0,2004.0,18.4,879.0,50.0,215.0,501.0,169.0,24.0,879.0,28.0,19.0,67.9,8.0,28.6,479.0,2565.0,1229.0,29.0,15.0,6.0,12.0,13.0,600.0,20.0,MF,Lesley Ugochukwu,Southampton,Defensive Midfield,25000000.0,25.0,Lesley Ugochukwu,Southampton,0.1033,4.2391,0.1087,6.1957,1.3587,-0.5874546233886783,-0.531778597865014,-0.5484283555881634,0.09566742660034837,-0.6033989197843695,-0.2969,0.2017,0.4622,-0.2605,Overvalued
Virgil van Dijk,nl NED,DF,Liverpool,33.0,1991.0,37.0,3,27,8,29.6,0.73,0.22,0.11,0.38,13.1,1,0,0,2.2,2.2,0.08,0.8,0.8,NED,2024-25,Premier League,virgil van dijk,liverpool,DF,nl NED,33.0,37.0,2687.0,2934.0,91.6,49026.0,19099.0,1099.0,1142.0,96.2,1333.0,1397.0,95.4,229.0,341.0,67.2,1.0,0.7,1.0,0.3,12.0,290.0,7.0,0.0,198.0,DF,33.0,1991.0,37.0,38.0,20.0,17.0,19.0,2.0,13.0,22.0,59.1,9.0,27.0,16.0,11.0,56.0,94.0,190.0,4.0,DF,33.0,1991.0,37.0,3300.0,450.0,1317.0,1827.0,166.0,48.0,3300.0,5.0,3.0,60.0,2.0,40.0,1856.0,8754.0,4846.0,22.0,24.0,3.0,10.0,5.0,2281.0,6.0,DF,Virgil van Dijk,Liverpool,Centre-Back,23000000.0,23.0,Virgil van Dijk,Liverpool,0.1405,5.9459,0.0459,8.4054,0.4054,-0.458440879008926,0.2099259132831613,-0.8960752067932515,0.949893215515341,-1.2284410348993213,0.8235,0.7704,0.5075,0.2629,Undervalued
Jamie Vardy,eng ENG,FW,Leicester,37.0,1987.0,31.4,9,56,23,41.1,1.79,0.73,0.14,0.35,12.1,1,1,2,11.2,9.6,0.17,-2.2,-1.6,ENG,2024-25,Premier League,jamie vardy,leicester,FW,eng ENG,37.0,31.4,258.0,389.0,66.3,3776.0,424.0,141.0,190.0,74.2,86.0,114.0,75.4,15.0,22.0,68.2,4.0,3.0,2.6,1.0,19.0,11.0,10.0,1.0,22.0,FW,37.0,1987.0,31.4,19.0,13.0,7.0,7.0,5.0,4.0,13.0,30.8,9.0,8.0,4.0,4.0,5.0,24.0,24.0,0.0,FW,37.0,1987.0,31.4,586.0,30.0,61.0,272.0,260.0,111.0,584.0,23.0,11.0,47.8,10.0,43.5,285.0,1504.0,717.0,29.0,13.0,16.0,34.0,14.0,382.0,120.0,FW,Jamie Vardy,Leicester,Centre-Forward,1000000.0,1.0,Jamie Vardy,Leicester,0.5924,1.6242,0.2229,1.7834,1.5287,1.105159105025697,-1.6681069547332115,0.08445411614513842,-1.6099645899891566,-0.49195711214995574,0.2363,0.2558,0.0233,0.2326,Fair Value
