player_name,nation_raw,position,club,age,born,nineties,goals,shots,shots_on_target,SoT%,shots_per90,sot_per90,goals_per_shot,goals_per_sot,avg_shot_distance,free_kicks,penalty_goals,penalty_attempts,xg,npxg,npxg_per_shot,g_minus_xg,npg_minus_npxg,nation_code,season,league,player_key,club_key,position_group,nation,age_pass,nineties_pass,passes_completed_total,passes_attempted_total,pass_completion_total_pct,pass_total_distance,pass_progressive_distance,short_passes_completed,short_passes_attempted,short_pass_completion_pct,medium_passes_completed,medium_passes_attempted,medium_pass_completion_pct,long_passes_completed,long_passes_attempted,long_pass_completion_pct,assists,xag,xa,a_minus_xag,key_passes,passes_into_final_third,passes_into_pen_area,crosses_into_pen_area,progressive_passes,position_group_pass,age_def,born_def,nineties_def,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,tackles_vs_dribblers,dribbles_faced,tackle_success_pct,dribbles_lost,blocks,blocks_shots,blocks_passes,interceptions,tackles_plus_interceptions,clearances,errors_leading_to_shot,position_group_def,age_poss,born_poss,nineties_poss,touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,takeons_attempted,takeons_succeeded,takeons_success_pct,takeons_tackled,takeons_tackled_pct,carries,carries_total_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_pen_area,miscontrols,dispossessed,passes_received,progressive_passes_received,position_group_poss,player_name_tm,club_tm,position_tm,market_value_eur,market_value_millions,player_name_final,club_final,attacking_score,creative_score,defensive_score,performance_index,perf_z,value_z,perf_pct,value_pct,undervaluation_delta,valuation_category
Konstantinos Mavropanos,gr GRE,DF,West Ham,26.0,1997.0,22.7,0,18,5,27.8,0.79,0.22,0.0,0.0,14.8,0,0,0,1.5,1.5,0.09,-1.5,-1.5,GRE,2024-25,Premier League,konstantinos mavropanos,west ham,DF,gr GRE,26.0,22.7,1092.0,1265.0,86.3,21548.0,7277.0,341.0,373.0,91.4,643.0,693.0,92.8,102.0,176.0,58.0,0.0,0.5,0.4,-0.5,5.0,64.0,4.0,1.0,61.0,DF,26.0,1997.0,22.7,35.0,24.0,24.0,10.0,1.0,16.0,27.0,59.3,11.0,25.0,18.0,7.0,40.0,75.0,126.0,1.0,DF,26.0,1997.0,22.7,1532.0,244.0,806.0,671.0,63.0,24.0,1532.0,17.0,9.0,52.9,5.0,29.4,864.0,4287.0,2292.0,17.0,10.0,1.0,12.0,0.0,1008.0,2.0,DF,Konstantinos Mavropanos,West Ham,Centre-Back,17000000.0,17.0,Konstantinos Mavropanos,West Ham,0.0661,3.6564,4.4053,3.3128,-0.388,-0.4144,0.3881,0.3955,-0.0075,Fair Value
Noussair Mazraoui,ma MAR,DF,Man Utd,26.0,1997.0,31.5,0,13,3,23.1,0.41,0.1,0.0,0.0,20.6,0,0,0,0.7,0.7,0.05,-0.7,-0.7,MAR,2024-25,Premier League,noussair mazraoui,man utd,DF,ma MAR,26.0,31.5,1526.0,1781.0,85.7,23059.0,8056.0,834.0,913.0,91.3,574.0,644.0,89.1,73.0,130.0,56.2,1.0,1.5,1.9,-0.5,20.0,125.0,20.0,5.0,115.0,DF,26.0,1997.0,31.5,115.0,68.0,58.0,42.0,15.0,59.0,94.0,62.8,35.0,36.0,9.0,27.0,34.0,149.0,95.0,1.0,DF,26.0,1997.0,31.5,2139.0,167.0,839.0,976.0,349.0,30.0,2139.0,48.0,26.0,54.2,18.0,37.5,1172.0,5481.0,2884.0,42.0,32.0,3.0,25.0,17.0,1289.0,58.0,DF,Noussair Mazraoui,Man Utd,Right-Back,25000000.0,25.0,Noussair Mazraoui,Man Utd,0.0222,5.619,5.873,4.6267,1.1014,0.0135,0.8507,0.5784,0.2724,Undervalued
Bryan Mbeumo,cm CMR,FW,Brentford,24.0,1999.0,37.9,20,79,34,43.0,2.08,0.9,0.19,0.44,17.9,6,5,6,12.3,7.5,0.1,7.7,7.5,CMR,2024-25,Premier League,bryan mbeumo,brentford,FW,cm CMR,24.0,37.9,872.0,1319.0,66.1,13902.0,4325.0,476.0,602.0,79.1,313.0,441.0,71.0,68.0,183.0,37.2,7.0,8.3,9.3,-1.3,70.0,63.0,59.0,19.0,141.0,FW,24.0,1999.0,37.9,49.0,31.0,18.0,15.0,16.0,21.0,35.0,60.0,14.0,26.0,3.0,23.0,14.0,63.0,55.0,1.0,FW,24.0,1999.0,37.9,1781.0,62.0,246.0,567.0,998.0,168.0,1775.0,111.0,52.0,46.8,47.0,42.3,1077.0,6721.0,3519.0,130.0,69.0,75.0,106.0,47.0,1204.0,351.0,FW,Bryan Mbeumo,Brentford,Right Winger,55000000.0,55.0,Bryan Mbeumo,Brentford,0.8522,8.9974,2.3483,3.4454,1.1866,0.6284,0.8605,0.907,-0.0465,Fair Value
John McGinn,sct SCO,"MF,FW",Aston Villa,29.0,1994.0,24.7,1,31,5,16.1,1.26,0.2,0.03,0.2,17.0,1,0,0,3.1,2.8,0.09,-2.1,-1.8,SCO,2024-25,Premier League,john mcginn,aston villa,MF,sct SCO,29.0,24.7,699.0,854.0,81.9,11807.0,3243.0,336.0,367.0,91.6,285.0,332.0,85.8,64.0,111.0,57.7,4.0,3.5,2.7,0.5,31.0,70.0,29.0,8.0,103.0,MF,29.0,1994.0,24.7,33.0,24.0,10.0,14.0,9.0,13.0,31.0,41.9,18.0,22.0,2.0,20.0,14.0,47.0,18.0,3.0,MF,29.0,1994.0,24.7,1072.0,31.0,164.0,558.0,361.0,58.0,1072.0,47.0,20.0,42.6,13.0,27.7,581.0,2930.0,1270.0,32.0,17.0,7.0,37.0,29.0,744.0,87.0,MF,John McGinn,Aston Villa,Central Midfield,16000000.0,16.0,John McGinn,Aston Villa,0.166,6.7206,2.7935,3.5761,-0.7358,-0.6662,0.2269,0.2857,-0.0588,Fair Value
Dwight McNeil,eng ENG,"MF,FW",Everton,24.0,1999.0,15.2,4,25,10,40.0,1.64,0.66,0.16,0.4,21.9,0,0,0,1.1,1.1,0.04,2.9,2.9,ENG,2024-25,Premier League,dwight mcneil,everton,MF,eng ENG,24.0,15.2,461.0,619.0,74.5,8501.0,2790.0,215.0,246.0,87.4,165.0,200.0,82.5,70.0,136.0,51.5,6.0,5.2,4.3,0.8,37.0,40.0,36.0,10.0,69.0,MF,24.0,1999.0,15.2,13.0,8.0,6.0,5.0,2.0,9.0,21.0,42.9,12.0,7.0,0.0,7.0,6.0,19.0,2.0,1.0,MF,24.0,1999.0,15.2,748.0,6.0,73.0,328.0,368.0,25.0,748.0,45.0,24.0,53.3,20.0,44.4,443.0,2674.0,1162.0,38.0,34.0,5.0,26.0,33.0,510.0,80.0,MF,Dwight McNeil,Everton,Left Winger,25000000.0,25.0,Dwight McNeil,Everton,0.3355,9.4737,1.7105,4.4033,0.0853,-0.3185,0.5714,0.4622,0.1092,Fair Value
Mikel Merino,es ESP,"MF,FW",Arsenal,28.0,1996.0,17.6,7,38,13,34.2,2.16,0.74,0.18,0.54,10.7,0,0,0,5.9,5.9,0.16,1.1,1.1,ESP,2024-25,Premier League,mikel merino,arsenal,MF,es ESP,28.0,17.6,451.0,577.0,78.2,6182.0,1776.0,285.0,328.0,86.9,128.0,165.0,77.6,17.0,31.0,54.8,2.0,2.0,1.2,0.0,17.0,40.0,24.0,4.0,69.0,MF,28.0,1996.0,17.6,46.0,28.0,7.0,26.0,13.0,20.0,36.0,55.6,16.0,18.0,5.0,13.0,15.0,61.0,26.0,2.0,MF,28.0,1996.0,17.6,783.0,37.0,140.0,330.0,323.0,79.0,783.0,23.0,9.0,39.1,10.0,43.5,388.0,1518.0,747.0,11.0,13.0,4.0,24.0,27.0,504.0,94.0,MF,Mikel Merino,Arsenal,Central Midfield,35000000.0,35.0,Mikel Merino,Arsenal,0.733,5.5114,4.4886,3.771,-0.5423,0.0678,0.2689,0.6345,-0.3655,Overvalued
Nikola Milenković,rs SRB,DF,Nottm Forest,26.0,1997.0,37.0,5,29,8,27.6,0.78,0.22,0.17,0.63,11.6,0,0,0,4.0,4.0,0.14,1.0,1.0,SRB,2024-25,Premier League,nikola milenkovic,nottm forest,DF,rs SRB,26.0,37.0,850.0,1033.0,82.3,17093.0,6325.0,258.0,293.0,88.1,475.0,538.0,88.3,103.0,167.0,61.7,2.0,1.1,0.5,0.9,9.0,53.0,2.0,0.0,51.0,DF,26.0,1997.0,37.0,51.0,29.0,36.0,13.0,2.0,27.0,34.0,79.4,7.0,41.0,24.0,17.0,27.0,78.0,209.0,1.0,DF,26.0,1997.0,37.0,1412.0,257.0,775.0,552.0,89.0,64.0,1412.0,1.0,1.0,100.0,0.0,0.0,547.0,2345.0,1116.0,3.0,3.0,2.0,4.0,2.0,727.0,6.0,DF,Nikola Milenković,Nottm Forest,Centre-Back,35000000.0,35.0,Nikola Milenković,Nottm Forest,0.2432,1.7027,3.2162,2.1676,-1.6861,0.5483,0.0224,0.7612,-0.7388,Overvalued
Tyrone Mings,eng ENG,DF,Aston Villa,31.0,1993.0,12.4,0,9,1,11.1,0.72,0.08,0.0,0.0,11.8,0,0,0,0.8,0.8,0.09,-0.8,-0.8,ENG,2024-25,Premier League,tyrone mings,aston villa,DF,eng ENG,31.0,12.4,596.0,676.0,88.2,10642.0,3364.0,234.0,256.0,91.4,323.0,342.0,94.4,34.0,64.0,53.1,0.0,0.2,0.2,-0.2,3.0,48.0,5.0,0.0,40.0,DF,31.0,1993.0,12.4,7.0,6.0,6.0,1.0,0.0,2.0,2.0,100.0,0.0,13.0,11.0,2.0,7.0,14.0,61.0,1.0,DF,31.0,1993.0,12.4,794.0,146.0,405.0,346.0,47.0,17.0,794.0,3.0,2.0,66.7,1.0,33.3,484.0,2662.0,1365.0,7.0,13.0,1.0,3.0,1.0,532.0,1.0,DF,Tyrone Mings,Aston Villa,Centre-Back,5000000.0,5.0,Tyrone Mings,Aston Villa,0.0645,4.0323,2.1774,2.3113,-1.5232,-1.0562,0.0597,0.1381,-0.0784,Fair Value
Yankuba Minteh,gm GAM,"FW,MF",Brighton,20.0,2004.0,20.4,6,34,16,47.1,1.66,0.78,0.18,0.38,13.8,0,0,0,4.1,4.1,0.12,1.9,1.9,GAM,2024-25,Premier League,yankuba minteh,brighton,MF,gm GAM,20.0,20.4,348.0,557.0,62.5,5531.0,1843.0,200.0,257.0,77.8,107.0,172.0,62.2,31.0,67.0,46.3,4.0,5.0,5.0,-1.0,29.0,14.0,36.0,9.0,48.0,MF,20.0,2004.0,20.4,48.0,35.0,25.0,13.0,10.0,17.0,45.0,37.8,28.0,22.0,0.0,22.0,11.0,59.0,31.0,0.0,MF,20.0,2004.0,20.4,836.0,30.0,135.0,228.0,491.0,146.0,836.0,98.0,46.0,46.9,43.0,43.9,481.0,3573.0,2105.0,90.0,24.0,67.0,53.0,28.0,511.0,201.0,MF,Yankuba Minteh,Brighton,Right Winger,30000000.0,30.0,Yankuba Minteh,Brighton,0.4951,8.1863,3.9706,4.6142,0.2946,-0.1253,0.6723,0.563,0.1092,Fair Value
Tyrick Mitchell,eng ENG,DF,Crystal Palace,24.0,1999.0,34.4,0,12,3,25.0,0.35,0.09,0.0,0.0,12.8,0,0,0,1.3,1.3,0.11,-1.3,-1.3,ENG,2024-25,Premier League,tyrick mitchell,crystal palace,DF,eng ENG,24.0,34.4,976.0,1355.0,72.0,15688.0,5986.0,509.0,600.0,84.8,383.0,512.0,74.8,61.0,147.0,41.5,5.0,6.4,3.7,-1.4,41.0,51.0,33.0,16.0,70.0,DF,24.0,1999.0,34.4,91.0,55.0,57.0,27.0,7.0,25.0,46.0,54.3,21.0,68.0,12.0,56.0,19.0,110.0,108.0,2.0,DF,24.0,1999.0,34.4,1754.0,114.0,622.0,671.0,475.0,43.0,1754.0,38.0,16.0,42.1,17.0,44.7,820.0,3825.0,1771.0,63.0,36.0,9.0,38.0,30.0,902.0,171.0,DF,Tyrick Mitchell,Crystal Palace,Left-Back,25000000.0,25.0,Tyrick Mitchell,Crystal Palace,0.0378,5.0581,5.1744,4.1122,0.5182,0.0135,0.7239,0.5784,0.1455,Fair Value
Kaoru Mitoma,jp JPN,"FW,MF",Brighton,27.0,1997.0,28.9,10,57,27,47.4,1.97,0.93,0.18,0.37,13.9,0,0,0,9.2,9.2,0.16,0.8,0.8,JPN,2024-25,Premier League,kaoru mitoma,brighton,MF,jp JPN,27.0,28.9,749.0,988.0,75.8,9777.0,2226.0,505.0,579.0,87.2,189.0,265.0,71.3,23.0,52.0,44.2,4.0,4.6,4.0,-0.6,37.0,36.0,36.0,8.0,89.0,MF,27.0,1997.0,28.9,45.0,27.0,15.0,14.0,16.0,19.0,49.0,38.8,30.0,48.0,3.0,45.0,14.0,59.0,10.0,0.0,MF,27.0,1997.0,28.9,1375.0,17.0,155.0,468.0,782.0,164.0,1375.0,131.0,52.0,39.7,74.0,56.5,830.0,6659.0,3906.0,146.0,82.0,56.0,53.0,23.0,966.0,291.0,MF,Kaoru Mitoma,Brighton,Left Winger,40000000.0,40.0,Kaoru Mitoma,Brighton,0.6644,9.4118,3.7024,5.0747,0.7517,0.261,0.7983,0.6975,0.1008,Fair Value
Morato,br BRA,DF,Nottm Forest,23.0,2001.0,10.1,0,2,1,50.0,0.2,0.1,0.0,0.0,8.6,0,0,0,0.2,0.2,0.09,-0.2,-0.2,BRA,2024-25,Premier League,morato,nottm forest,DF,br BRA,23.0,10.1,238.0,309.0,77.0,3987.0,1931.0,107.0,123.0,87.0,108.0,129.0,83.7,15.0,35.0,42.9,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,DF,23.0,2001.0,10.1,22.0,14.0,18.0,3.0,1.0,13.0,21.0,61.9,8.0,14.0,5.0,9.0,10.0,32.0,78.0,2.0,DF,23.0,2001.0,10.1,457.0,90.0,270.0,170.0,19.0,2.0,457.0,2.0,2.0,100.0,0.0,0.0,164.0,789.0,417.0,1.0,2.0,0.0,6.0,3.0,206.0,1.0,DF,Morato,Nottm Forest,Centre-Back,14000000.0,14.0,Morato,Nottm Forest,0.0198,1.9802,4.5545,2.8752,-0.8839,-0.5749,0.1716,0.3433,-0.1716,Overvalued
Álex Moreno,es ESP,"DF,MF",Nottm Forest,31.0,1993.0,10.6,0,6,0,0.0,0.57,0.0,0.0,0.0,23.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2,ESP,2024-25,Premier League,alex moreno,nottm forest,DF,es ESP,31.0,10.6,308.0,428.0,72.0,4574.0,1911.0,184.0,210.0,87.6,95.0,148.0,64.2,14.0,40.0,35.0,1.0,1.3,1.1,-0.3,8.0,25.0,9.0,2.0,34.0,DF,31.0,1993.0,10.6,25.0,18.0,20.0,5.0,0.0,15.0,39.0,38.5,24.0,11.0,5.0,6.0,15.0,40.0,43.0,0.0,DF,31.0,1993.0,10.6,559.0,60.0,210.0,202.0,158.0,8.0,559.0,21.0,8.0,38.1,8.0,38.1,229.0,1470.0,864.0,26.0,16.0,4.0,13.0,6.0,258.0,34.0,DF,Álex Moreno,Nottm Forest,Left-Back,13000000.0,13.0,Álex Moreno,Nottm Forest,0.0189,6.4151,4.8113,4.334,0.7696,-0.6284,0.7761,0.306,0.4701,Undervalued
Sam Morsy,eg EGY,MF,Ipswich,32.0,1991.0,30.6,1,13,3,23.1,0.43,0.1,0.08,0.33,27.2,0,0,0,0.4,0.4,0.03,0.6,0.6,EGY,2024-25,Premier League,sam morsy,ipswich,MF,eg EGY,32.0,30.6,1249.0,1445.0,86.4,20142.0,5579.0,637.0,686.0,92.9,502.0,546.0,91.9,79.0,139.0,56.8,1.0,1.2,1.5,-0.2,24.0,149.0,17.0,4.0,120.0,MF,32.0,1991.0,30.6,68.0,41.0,40.0,24.0,4.0,27.0,62.0,43.5,35.0,34.0,13.0,21.0,29.0,97.0,47.0,5.0,MF,32.0,1991.0,30.6,1683.0,97.0,498.0,953.0,248.0,6.0,1683.0,29.0,17.0,58.6,9.0,31.0,852.0,4649.0,2101.0,22.0,24.0,3.0,17.0,13.0,1137.0,13.0,MF,Sam Morsy,Ipswich,Central Midfield,1000000.0,1.0,Sam Morsy,Ipswich,0.0458,5.4248,4.281,3.468,-0.8431,-1.2456,0.1513,0.0126,0.1387,Fair Value
Marshall Munetsi,zw ZIM,"MF,FW",Wolves,28.0,1996.0,12.0,2,22,7,31.8,1.84,0.58,0.09,0.29,15.0,0,0,0,3.3,3.3,0.15,-1.3,-1.3,ZIM,2024-25,Premier League,marshall munetsi,wolves,MF,zw ZIM,28.0,12.0,152.0,212.0,71.7,1898.0,390.0,95.0,122.0,77.9,43.0,57.0,75.4,3.0,6.0,50.0,1.0,1.8,1.1,-0.8,9.0,7.0,3.0,2.0,10.0,MF,28.0,1996.0,12.0,24.0,10.0,7.0,11.0,6.0,13.0,23.0,56.5,10.0,14.0,1.0,13.0,6.0,30.0,18.0,0.0,MF,28.0,1996.0,12.0,364.0,21.0,58.0,182.0,128.0,36.0,364.0,11.0,3.0,27.3,7.0,63.6,148.0,580.0,215.0,9.0,4.0,4.0,32.0,12.0,182.0,35.0,MF,Marshall Munetsi,Wolves,Central Midfield,15000000.0,15.0,Marshall Munetsi,Wolves,0.4417,2.3333,3.6667,2.1658,-2.1356,-0.7048,0.0168,0.2605,-0.2437,Overvalued
Rodrigo Muniz,br BRA,FW,Fulham,23.0,2001.0,10.7,8,39,19,48.7,3.64,1.77,0.21,0.42,12.0,0,0,0,5.8,5.8,0.15,2.2,2.2,BRA,2024-25,Premier League,rodrigo muniz,fulham,FW,br BRA,23.0,10.7,92.0,142.0,64.8,1540.0,528.0,46.0,68.0,67.6,31.0,45.0,68.9,11.0,13.0,84.6,1.0,0.7,0.2,0.3,7.0,13.0,3.0,0.0,27.0,FW,23.0,2001.0,10.7,10.0,5.0,3.0,5.0,2.0,4.0,4.0,100.0,0.0,9.0,2.0,7.0,5.0,15.0,14.0,0.0,FW,23.0,2001.0,10.7,311.0,14.0,27.0,161.0,127.0,55.0,311.0,18.0,6.0,33.3,9.0,50.0,157.0,651.0,187.0,6.0,4.0,3.0,47.0,24.0,237.0,31.0,FW,Rodrigo Muniz,Fulham,Centre-Forward,20000000.0,20.0,Rodrigo Muniz,Fulham,1.2897,3.7383,2.243,2.1196,-0.3532,-0.5179,0.4186,0.2907,0.1279,Fair Value
Daniel Muñoz,co COL,DF,Crystal Palace,28.0,1996.0,35.9,4,37,14,37.8,1.03,0.39,0.11,0.29,12.7,0,0,0,4.9,4.9,0.13,-0.9,-0.9,COL,2024-25,Premier League,daniel munoz,crystal palace,DF,co COL,28.0,35.9,1129.0,1492.0,75.7,17091.0,5219.0,645.0,753.0,85.7,414.0,538.0,77.0,48.0,108.0,44.4,5.0,5.5,3.6,-0.5,46.0,59.0,35.0,15.0,97.0,DF,28.0,1996.0,35.9,123.0,80.0,57.0,41.0,25.0,55.0,97.0,56.7,42.0,40.0,6.0,34.0,44.0,167.0,108.0,1.0,DF,28.0,1996.0,35.9,2010.0,119.0,568.0,826.0,637.0,107.0,2010.0,56.0,21.0,37.5,33.0,58.9,806.0,4046.0,1797.0,62.0,40.0,18.0,55.0,20.0,956.0,206.0,DF,Daniel Muñoz,Crystal Palace,Right-Back,25000000.0,25.0,Daniel Muñoz,Crystal Palace,0.2479,5.7103,5.766,4.6457,1.1229,0.0135,0.8657,0.5784,0.2873,Undervalued
Arijanet Muric,xk KVX,GK,Ipswich,25.0,1998.0,18.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,KVX,2024-25,Premier League,arijanet muric,ipswich,GK,xk KVX,25.0,18.0,454.0,633.0,71.7,11705.0,8247.0,122.0,122.0,100.0,215.0,221.0,97.3,115.0,283.0,40.6,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,GK,25.0,1998.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,GK,25.0,1998.0,18.0,689.0,559.0,672.0,18.0,0.0,0.0,689.0,0.0,0.0,0.0,0.0,0.0,405.0,2088.0,1178.0,0.0,0.0,0.0,3.0,1.0,321.0,0.0,GK,Arijanet Murić,Ipswich,Goalkeeper,5000000.0,5.0,Arijanet Muric,Ipswich,0.0,0.0556,0.0,0.0167,-0.9979,-0.9586,0.1923,0.2115,-0.0192,Fair Value
Murillo,br BRA,DF,Nottm Forest,22.0,2002.0,35.4,2,25,6,24.0,0.71,0.17,0.08,0.33,21.9,3,0,0,1.4,1.4,0.06,0.6,0.6,BRA,2024-25,Premier League,murillo,nottm forest,DF,br BRA,22.0,35.4,1138.0,1450.0,78.5,22680.0,10645.0,420.0,466.0,90.1,535.0,609.0,87.8,161.0,327.0,49.2,0.0,1.2,1.1,-1.2,13.0,139.0,13.0,1.0,115.0,DF,22.0,2002.0,35.4,53.0,36.0,38.0,12.0,3.0,27.0,46.0,58.7,19.0,69.0,45.0,24.0,36.0,89.0,249.0,3.0,DF,22.0,2002.0,35.4,1918.0,421.0,989.0,840.0,105.0,24.0,1918.0,37.0,27.0,73.0,10.0,27.0,821.0,4254.0,2531.0,22.0,25.0,1.0,19.0,10.0,989.0,5.0,DF,Murillo,Nottm Forest,Centre-Back,55000000.0,55.0,Murillo,Nottm Forest,0.096,4.2373,4.4633,3.522,-0.1508,1.618,0.5075,0.9216,-0.4142,Overvalued
Jacob Murphy,eng ENG,FW,Newcastle,29.0,1995.0,26.2,8,43,15,34.9,1.64,0.57,0.19,0.53,18.2,0,0,0,5.7,5.7,0.13,2.3,2.3,ENG,2024-25,Premier League,jacob murphy,newcastle,FW,eng ENG,29.0,26.2,688.0,1004.0,68.5,10412.0,3438.0,411.0,484.0,84.9,218.0,320.0,68.1,43.0,109.0,39.4,12.0,8.9,6.2,3.1,42.0,58.0,41.0,15.0,83.0,FW,29.0,1995.0,26.2,28.0,19.0,10.0,12.0,6.0,20.0,44.0,45.5,24.0,31.0,0.0,31.0,13.0,41.0,35.0,1.0,FW,29.0,1995.0,26.2,1271.0,27.0,188.0,474.0,622.0,92.0,1271.0,69.0,35.0,50.7,31.0,44.9,733.0,4416.0,2339.0,79.0,40.0,27.0,32.0,37.0,911.0,231.0,FW,Jacob Murphy,Newcastle,Right Winger,16000000.0,16.0,Jacob Murphy,Newcastle,0.5229,7.7863,2.7481,2.9244,0.5815,-0.649,0.7209,0.2209,0.5,Undervalued
Vitaliy Mykolenko,ua UKR,DF,Everton,25.0,1999.0,34.2,1,14,1,7.1,0.41,0.03,0.07,1.0,20.6,0,0,0,0.5,0.5,0.04,0.5,0.5,UKR,2024-25,Premier League,vitaliy mykolenko,everton,DF,ua UKR,25.0,34.2,986.0,1322.0,74.6,16470.0,6579.0,510.0,571.0,89.3,369.0,500.0,73.8,87.0,193.0,45.1,2.0,2.6,2.2,-0.6,24.0,102.0,40.0,24.0,110.0,DF,25.0,1999.0,34.2,63.0,38.0,39.0,14.0,10.0,29.0,56.0,51.8,27.0,25.0,10.0,15.0,44.0,107.0,145.0,2.0,DF,25.0,1999.0,34.2,1678.0,125.0,525.0,713.0,452.0,32.0,1678.0,20.0,8.0,40.0,9.0,45.0,697.0,2825.0,1506.0,33.0,28.0,1.0,23.0,11.0,860.0,99.0,DF,Vitaliy Mykolenko,Everton,Left-Back,28000000.0,28.0,Vitaliy Mykolenko,Everton,0.0439,4.883,3.8596,3.4035,-0.2851,0.1739,0.4328,0.6604,-0.2276,Overvalued
Iliman Ndiaye,sn SEN,FW,Everton,24.0,2000.0,27.0,9,35,15,42.9,1.3,0.56,0.2,0.47,17.1,0,2,2,6.2,4.7,0.13,2.8,2.3,SEN,2024-25,Premier League,iliman ndiaye,everton,FW,sn SEN,24.0,27.0,602.0,736.0,81.8,9038.0,1875.0,349.0,402.0,86.8,200.0,230.0,87.0,38.0,55.0,69.1,0.0,1.9,1.4,-1.9,18.0,42.0,14.0,5.0,59.0,FW,24.0,2000.0,27.0,53.0,28.0,20.0,16.0,17.0,22.0,49.0,44.9,27.0,30.0,5.0,25.0,20.0,73.0,24.0,1.0,FW,24.0,2000.0,27.0,1084.0,36.0,219.0,451.0,464.0,83.0,1082.0,143.0,68.0,47.6,64.0,44.8,621.0,4800.0,2367.0,86.0,44.0,32.0,55.0,44.0,674.0,122.0,FW,Iliman Ndiaye,Everton,Attacking Midfield,22000000.0,22.0,Iliman Ndiaye,Everton,0.563,6.037,3.8148,2.5304,0.1239,-0.4524,0.6047,0.3488,0.2558,Undervalued
Wilfred Ndidi,ng NGA,MF,Leicester,27.0,1996.0,25.8,0,22,8,36.4,0.85,0.31,0.0,0.0,13.9,0,0,0,2.0,2.0,0.09,-2.0,-2.0,NGA,2024-25,Premier League,wilfred ndidi,leicester,MF,ng NGA,27.0,25.8,839.0,1045.0,80.3,12034.0,3031.0,463.0,530.0,87.4,282.0,343.0,82.2,39.0,73.0,53.4,5.0,1.9,1.5,3.1,17.0,68.0,11.0,3.0,70.0,MF,27.0,1996.0,25.8,85.0,51.0,45.0,32.0,8.0,30.0,61.0,49.2,31.0,47.0,19.0,28.0,31.0,116.0,80.0,0.0,MF,27.0,1996.0,25.8,1400.0,119.0,461.0,699.0,253.0,61.0,1400.0,33.0,13.0,39.4,18.0,54.5,670.0,2727.0,1101.0,18.0,23.0,2.0,37.0,33.0,834.0,75.0,MF,Wilfred Ndidi,Leicester,Defensive Midfield,15000000.0,15.0,Wilfred Ndidi,Leicester,0.0775,4.0698,6.3178,3.5465,-0.7652,-0.7048,0.1933,0.2605,-0.0672,Fair Value
Pedro Neto,pt POR,FW,Chelsea,24.0,2000.0,25.2,4,59,17,28.8,2.34,0.67,0.07,0.24,18.2,0,0,0,3.5,3.5,0.06,0.5,0.5,POR,2024-25,Premier League,pedro neto,chelsea,FW,pt POR,24.0,25.2,702.0,895.0,78.4,11347.0,2418.0,347.0,373.0,93.0,267.0,326.0,81.9,60.0,127.0,47.2,6.0,6.7,4.8,-0.7,46.0,30.0,37.0,23.0,60.0,FW,24.0,2000.0,25.2,23.0,9.0,9.0,9.0,5.0,9.0,21.0,42.9,12.0,14.0,2.0,12.0,9.0,32.0,6.0,0.0,FW,24.0,2000.0,25.2,1153.0,13.0,100.0,336.0,735.0,116.0,1153.0,104.0,34.0,32.7,46.0,44.2,746.0,6336.0,3342.0,126.0,57.0,45.0,45.0,30.0,838.0,253.0,FW,Pedro Neto,Chelsea,Right Winger,50000000.0,50.0,Pedro Neto,Chelsea,0.2976,9.2063,1.8254,3.123,0.8122,0.4646,0.7907,0.8605,-0.0698,Fair Value
Eddie Nketiah,eng ENG,"FW,MF",Crystal Palace,25.0,1999.0,11.5,3,43,16,37.2,3.74,1.39,0.07,0.19,13.8,0,0,0,5.8,5.8,0.13,-2.8,-2.8,ENG,2024-25,Premier League,eddie nketiah,crystal palace,MF,eng ENG,25.0,11.5,179.0,241.0,74.3,2722.0,563.0,95.0,120.0,79.2,60.0,75.0,80.0,14.0,20.0,70.0,1.0,1.7,0.9,-0.7,13.0,11.0,5.0,0.0,19.0,MF,25.0,1999.0,11.5,15.0,8.0,7.0,4.0,4.0,7.0,13.0,53.8,6.0,10.0,1.0,9.0,3.0,18.0,12.0,0.0,MF,25.0,1999.0,11.5,412.0,11.0,47.0,176.0,198.0,67.0,412.0,31.0,11.0,35.5,16.0,51.6,246.0,1713.0,878.0,41.0,25.0,14.0,34.0,17.0,294.0,79.0,MF,Eddie Nketiah,Crystal Palace,Centre-Forward,18000000.0,18.0,Eddie Nketiah,Crystal Palace,0.7652,6.3478,2.4348,3.4991,-0.8122,-0.5889,0.1681,0.3277,-0.1597,Overvalued
