player_name,nation_raw,position,club,age,born,nineties,goals,shots,shots_on_target,SoT%,shots_per90,sot_per90,goals_per_shot,goals_per_sot,avg_shot_distance,free_kicks,penalty_goals,penalty_attempts,xg,npxg,npxg_per_shot,g_minus_xg,npg_minus_npxg,nation_code,season,league,player_key,club_key,position_group,nation,age_pass,nineties_pass,passes_completed_total,passes_attempted_total,pass_completion_total_pct,pass_total_distance,pass_progressive_distance,short_passes_completed,short_passes_attempted,short_pass_completion_pct,medium_passes_completed,medium_passes_attempted,medium_pass_completion_pct,long_passes_completed,long_passes_attempted,long_pass_completion_pct,assists,xag,xa,a_minus_xag,key_passes,passes_into_final_third,passes_into_pen_area,crosses_into_pen_area,progressive_passes,position_group_pass,age_def,born_def,nineties_def,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,tackles_vs_dribblers,dribbles_faced,tackle_success_pct,dribbles_lost,blocks,blocks_shots,blocks_passes,interceptions,tackles_plus_interceptions,clearances,errors_leading_to_shot,position_group_def,age_poss,born_poss,nineties_poss,touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,takeons_attempted,takeons_succeeded,takeons_success_pct,takeons_tackled,takeons_tackled_pct,carries,carries_total_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_pen_area,miscontrols,dispossessed,passes_received,progressive_passes_received,position_group_poss,player_name_tm,club_tm,position_tm,market_value_eur,market_value_millions,player_name_final,club_final,attacking_score,creative_score,defensive_score,performance_index,perf_z,value_z,perf_pct,value_pct,undervaluation_delta,valuation_category
Declan Rice,eng ENG,MF,Arsenal,25.0,1999.0,31.4,4,48,14,29.2,1.53,0.45,0.08,0.29,19.6,2,0,0,3.5,3.5,0.07,0.5,0.5,ENG,2024-25,Premier League,declan rice,arsenal,MF,eng ENG,25.0,31.4,1376.0,1650.0,83.4,23402.0,6234.0,678.0,737.0,92.0,553.0,611.0,90.5,117.0,240.0,48.8,7.0,6.6,5.6,0.4,59.0,137.0,35.0,5.0,192.0,MF,25.0,1999.0,31.4,53.0,25.0,22.0,25.0,6.0,17.0,41.0,41.5,24.0,27.0,13.0,14.0,25.0,78.0,51.0,0.0,MF,25.0,1999.0,31.4,1948.0,82.0,325.0,909.0,733.0,81.0,1948.0,29.0,14.0,48.3,14.0,48.3,1031.0,6464.0,3394.0,90.0,58.0,16.0,36.0,32.0,1266.0,94.0,MF,Declan Rice,Arsenal,Central Midfield,120000000.0,120.0,Declan Rice,Arsenal,0.2389,10.8599,3.3439,5.4188,1.0932,3.3516,0.8739,0.9874,-0.1134,Fair Value
Chris Richards,us USA,DF,Crystal Palace,24.0,2000.0,21.4,1,12,6,50.0,0.56,0.28,0.08,0.17,10.8,0,0,0,1.4,1.4,0.12,-0.4,-0.4,USA,2024-25,Premier League,chris richards,crystal palace,DF,us USA,24.0,21.4,684.0,857.0,79.8,12185.0,4230.0,276.0,312.0,88.5,340.0,384.0,88.5,56.0,123.0,45.5,0.0,0.1,0.6,-0.1,2.0,23.0,1.0,1.0,39.0,DF,24.0,2000.0,21.4,47.0,30.0,24.0,18.0,5.0,24.0,41.0,58.5,17.0,40.0,14.0,26.0,19.0,66.0,121.0,0.0,DF,24.0,2000.0,21.4,1118.0,134.0,611.0,440.0,73.0,18.0,1118.0,6.0,1.0,16.7,5.0,83.3,517.0,2316.0,964.0,6.0,5.0,0.0,5.0,5.0,614.0,2.0,DF,Chris Richards,Crystal Palace,Centre-Back,14000000.0,14.0,Chris Richards,Crystal Palace,0.1121,2.1963,4.9533,3.1579,-0.5635,-0.5749,0.3134,0.3433,-0.0299,Fair Value
Andrew Robertson,sct SCO,DF,Liverpool,30.0,1994.0,27.6,0,15,2,13.3,0.54,0.07,0.0,0.0,14.9,0,0,0,1.2,1.2,0.08,-1.2,-1.2,SCO,2024-25,Premier League,andrew robertson,liverpool,DF,sct SCO,30.0,27.6,1559.0,1885.0,82.7,26310.0,8406.0,760.0,806.0,94.3,672.0,779.0,86.3,110.0,237.0,46.4,1.0,4.6,4.3,-3.6,40.0,150.0,31.0,17.0,176.0,DF,30.0,1994.0,27.6,39.0,22.0,25.0,10.0,4.0,31.0,51.0,60.8,20.0,10.0,4.0,6.0,21.0,60.0,54.0,2.0,DF,30.0,1994.0,27.6,2083.0,92.0,538.0,940.0,620.0,53.0,2083.0,18.0,7.0,38.9,10.0,55.6,1107.0,4939.0,2849.0,64.0,52.0,6.0,25.0,13.0,1398.0,108.0,DF,Andrew Robertson,Liverpool,Left-Back,18000000.0,18.0,Andrew Robertson,Liverpool,0.0435,10.1449,2.5362,4.3203,0.7541,-0.3609,0.7612,0.4142,0.347,Undervalued
Antonee Robinson,us USA,DF,Fulham,26.0,1997.0,35.2,0,16,2,12.5,0.45,0.06,0.0,0.0,22.1,0,0,0,0.7,0.7,0.04,-0.7,-0.7,USA,2024-25,Premier League,antonee robinson,fulham,DF,us USA,26.0,35.2,1595.0,2076.0,76.8,27385.0,10017.0,763.0,881.0,86.6,678.0,853.0,79.5,134.0,239.0,56.1,10.0,4.2,4.1,5.8,43.0,115.0,56.0,29.0,131.0,DF,26.0,1997.0,35.2,95.0,61.0,57.0,31.0,7.0,45.0,95.0,47.4,50.0,43.0,9.0,34.0,62.0,157.0,133.0,2.0,DF,26.0,1997.0,35.2,2523.0,139.0,828.0,942.0,788.0,70.0,2523.0,83.0,38.0,45.8,34.0,41.0,1343.0,7361.0,4230.0,118.0,61.0,30.0,44.0,20.0,1509.0,274.0,DF,Antonee Robinson,Fulham,Left-Back,35000000.0,35.0,Antonee Robinson,Fulham,0.0199,8.2955,5.6818,5.3335,1.9026,0.5483,0.9627,0.7612,0.2015,Fair Value
Guido Rodríguez,ar ARG,MF,West Ham,30.0,1994.0,12.8,0,8,1,12.5,0.63,0.08,0.0,0.0,27.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,ARG,2024-25,Premier League,guido rodriguez,west ham,MF,ar ARG,30.0,12.8,480.0,569.0,84.4,8091.0,2164.0,239.0,272.0,87.9,195.0,215.0,90.7,38.0,59.0,64.4,1.0,0.2,0.2,0.8,4.0,37.0,1.0,0.0,33.0,MF,30.0,1994.0,12.8,36.0,19.0,21.0,15.0,0.0,17.0,33.0,51.5,16.0,23.0,9.0,14.0,13.0,49.0,35.0,1.0,MF,30.0,1994.0,12.8,709.0,54.0,223.0,423.0,64.0,5.0,709.0,6.0,3.0,50.0,1.0,16.7,327.0,1167.0,481.0,4.0,5.0,2.0,4.0,7.0,408.0,7.0,MF,Guido Rodríguez,West Ham,Defensive Midfield,10000000.0,10.0,Guido Rodríguez,West Ham,0.0156,3.2031,5.625,2.9734,-1.334,-0.8979,0.0672,0.1345,-0.0672,Fair Value
Mads Roerslev,dk DEN,DF,Brentford,25.0,1999.0,12.2,0,5,2,40.0,0.41,0.16,0.0,0.0,20.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,DEN,2024-25,Premier League,mads roerslev,brentford,DF,dk DEN,25.0,12.2,422.0,536.0,78.7,6925.0,2249.0,205.0,233.0,88.0,179.0,224.0,79.9,27.0,49.0,55.1,2.0,3.0,2.1,-1.0,14.0,37.0,11.0,4.0,51.0,DF,25.0,1999.0,12.2,18.0,8.0,14.0,3.0,1.0,11.0,28.0,39.3,17.0,12.0,5.0,7.0,4.0,22.0,35.0,0.0,DF,25.0,1999.0,12.2,645.0,49.0,234.0,268.0,146.0,20.0,645.0,19.0,7.0,36.8,8.0,42.1,352.0,1630.0,858.0,17.0,13.0,0.0,9.0,6.0,406.0,54.0,DF,Mads Roerslev,Brentford,Right-Back,6000000.0,6.0,Mads Roerslev,Brentford,0.0164,6.7213,2.7869,3.4131,-0.2742,-1.0027,0.4403,0.1679,0.2724,Undervalued
Morgan Rogers,eng ENG,"FW,MF",Aston Villa,22.0,2002.0,34.6,8,55,20,36.4,1.59,0.58,0.15,0.4,15.9,0,0,0,6.6,6.6,0.12,1.4,1.4,ENG,2024-25,Premier League,morgan rogers,aston villa,MF,eng ENG,22.0,34.6,664.0,907.0,73.2,9771.0,3327.0,374.0,460.0,81.3,203.0,267.0,76.0,49.0,65.0,75.4,10.0,7.8,5.2,2.2,51.0,73.0,56.0,3.0,123.0,MF,22.0,2002.0,34.6,43.0,22.0,15.0,15.0,13.0,24.0,47.0,51.1,23.0,26.0,7.0,19.0,6.0,49.0,20.0,2.0,MF,22.0,2002.0,34.6,1362.0,43.0,200.0,592.0,597.0,142.0,1362.0,160.0,66.0,41.3,74.0,46.3,794.0,5594.0,3232.0,114.0,68.0,33.0,114.0,74.0,956.0,188.0,MF,Morgan Rogers,Aston Villa,Attacking Midfield,55000000.0,55.0,Morgan Rogers,Aston Villa,0.422,8.3237,2.1676,4.1064,-0.2095,0.8405,0.479,0.8739,-0.395,Overvalued
Cristian Romero,ar ARG,DF,Tottenham,26.0,1998.0,15.7,1,16,8,50.0,1.02,0.51,0.06,0.13,9.1,0,0,0,1.6,1.6,0.1,-0.6,-0.6,ARG,2024-25,Premier League,cristian romero,tottenham,DF,ar ARG,26.0,15.7,1094.0,1223.0,89.5,20402.0,8197.0,370.0,405.0,91.4,630.0,665.0,94.7,80.0,126.0,63.5,0.0,0.6,0.8,-0.6,7.0,109.0,8.0,1.0,71.0,DF,26.0,1998.0,15.7,35.0,29.0,26.0,8.0,1.0,21.0,30.0,70.0,9.0,18.0,3.0,15.0,21.0,56.0,57.0,2.0,DF,26.0,1998.0,15.7,1377.0,157.0,594.0,720.0,74.0,23.0,1377.0,4.0,1.0,25.0,2.0,50.0,896.0,4702.0,2893.0,12.0,18.0,0.0,10.0,5.0,936.0,3.0,DF,Cristian Romero,Tottenham,Centre-Back,55000000.0,55.0,Cristian Romero,Tottenham,0.1656,5.7325,4.7134,4.1096,0.5152,1.618,0.7164,0.9216,-0.2052,Overvalued
Georginio Rutter,fr FRA,"MF,FW",Brighton,22.0,2002.0,18.4,5,50,12,24.0,2.72,0.65,0.1,0.42,15.5,0,0,0,4.6,4.6,0.09,0.4,0.4,FRA,2024-25,Premier League,georginio rutter,brighton,MF,fr FRA,22.0,18.4,237.0,355.0,66.8,3344.0,1174.0,144.0,187.0,77.0,74.0,111.0,66.7,10.0,16.0,62.5,3.0,2.5,1.7,0.5,19.0,30.0,16.0,1.0,67.0,MF,22.0,2002.0,18.4,39.0,15.0,13.0,18.0,8.0,14.0,36.0,38.9,22.0,20.0,3.0,17.0,10.0,49.0,13.0,2.0,MF,22.0,2002.0,18.4,641.0,20.0,83.0,246.0,326.0,79.0,641.0,71.0,27.0,38.0,34.0,47.9,361.0,2467.0,1405.0,42.0,36.0,16.0,45.0,37.0,411.0,79.0,MF,Georginio Rutter,Brighton,Centre-Forward,32000000.0,32.0,Georginio Rutter,Brighton,0.5217,6.9565,3.75,4.0641,-0.2514,-0.048,0.437,0.6008,-0.1639,Overvalued
José Sá,pt POR,GK,Wolves,31.0,1993.0,29.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,POR,2024-25,Premier League,jose sa,wolves,GK,pt POR,31.0,29.0,592.0,924.0,64.1,15334.0,10381.0,120.0,121.0,99.2,325.0,335.0,97.0,143.0,460.0,31.1,0.0,0.2,0.0,-0.2,3.0,22.0,1.0,0.0,2.0,GK,31.0,1993.0,29.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,1.0,GK,31.0,1993.0,29.0,985.0,785.0,976.0,10.0,0.0,0.0,985.0,8.0,8.0,100.0,0.0,0.0,630.0,3790.0,2483.0,0.0,0.0,0.0,1.0,0.0,485.0,0.0,GK,José Sá,Wolves,Goalkeeper,7000000.0,7.0,José Sá,Wolves,0.0,0.1724,0.069,0.0862,0.8409,-0.7624,0.8077,0.2885,0.5192,Undervalued
Bukayo Saka,eng ENG,"FW,MF",Arsenal,22.0,2001.0,19.2,6,66,22,33.3,3.44,1.15,0.08,0.23,15.6,1,1,1,6.8,6.0,0.09,-0.8,-1.0,ENG,2024-25,Premier League,bukayo saka,arsenal,MF,eng ENG,22.0,19.2,552.0,731.0,75.5,8408.0,2487.0,334.0,371.0,90.0,154.0,214.0,72.0,45.0,92.0,48.9,10.0,7.6,7.8,2.4,58.0,15.0,38.0,12.0,70.0,MF,22.0,2001.0,19.2,29.0,15.0,9.0,11.0,9.0,13.0,24.0,54.2,11.0,22.0,0.0,22.0,3.0,32.0,8.0,0.0,MF,22.0,2001.0,19.2,979.0,6.0,57.0,216.0,715.0,162.0,978.0,90.0,41.0,45.6,37.0,41.1,628.0,4253.0,2460.0,96.0,32.0,51.0,34.0,40.0,711.0,255.0,MF,Bukayo Saka,Arsenal,Right Winger,150000000.0,150.0,Bukayo Saka,Arsenal,0.6667,11.6667,2.8125,5.7104,1.3827,4.5105,0.9244,1.0,-0.0756,Fair Value
Mohamed Salah,eg EGY,FW,Liverpool,32.0,1992.0,37.5,29,121,50,41.3,3.23,1.33,0.17,0.4,14.5,1,9,9,25.2,18.2,0.15,3.8,1.8,EGY,2024-25,Premier League,mohamed salah,liverpool,FW,eg EGY,32.0,37.5,892.0,1263.0,70.6,13343.0,3919.0,501.0,601.0,83.4,302.0,433.0,69.7,59.0,100.0,59.0,18.0,14.2,9.1,3.8,88.0,53.0,93.0,15.0,144.0,FW,32.0,1992.0,37.5,21.0,11.0,7.0,5.0,9.0,8.0,17.0,47.1,9.0,12.0,0.0,12.0,9.0,30.0,5.0,0.0,FW,32.0,1992.0,37.5,1695.0,11.0,97.0,500.0,1119.0,356.0,1686.0,137.0,58.0,42.3,72.0,52.6,1150.0,6909.0,3700.0,155.0,59.0,127.0,116.0,67.0,1407.0,488.0,FW,Mohamed Salah,Liverpool,Right Winger,50000000.0,50.0,Mohamed Salah,Liverpool,1.4453,10.32,1.12,4.0752,1.9181,0.4646,1.0,0.8605,0.1395,Fair Value
William Saliba,fr FRA,DF,Arsenal,23.0,2001.0,33.8,2,6,2,33.3,0.18,0.06,0.33,1.0,5.4,0,0,0,2.3,2.3,0.38,-0.3,-0.3,FRA,2024-25,Premier League,william saliba,arsenal,DF,fr FRA,23.0,33.8,2413.0,2559.0,94.3,41458.0,12540.0,1026.0,1071.0,95.8,1255.0,1306.0,96.1,123.0,154.0,79.9,0.0,0.9,1.3,-0.9,7.0,180.0,6.0,0.0,138.0,DF,23.0,2001.0,33.8,62.0,37.0,37.0,23.0,2.0,21.0,28.0,75.0,7.0,25.0,15.0,10.0,21.0,83.0,119.0,7.0,DF,23.0,2001.0,33.8,2824.0,190.0,1127.0,1571.0,142.0,18.0,2824.0,19.0,12.0,63.2,6.0,31.6,1756.0,7626.0,4154.0,16.0,17.0,1.0,19.0,8.0,2137.0,6.0,DF,William Saliba,Arsenal,Centre-Back,80000000.0,80.0,William Saliba,Arsenal,0.1272,4.7633,3.1953,3.0521,-0.6835,2.9551,0.2463,0.9925,-0.7463,Overvalued
Robert Sánchez,es ESP,GK,Chelsea,26.0,1997.0,32.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,ESP,2024-25,Premier League,robert sanchez,chelsea,GK,es ESP,26.0,32.0,871.0,1249.0,69.7,21022.0,13967.0,208.0,209.0,99.5,458.0,474.0,96.6,201.0,553.0,36.3,0.0,0.1,0.0,-0.1,2.0,26.0,1.0,0.0,1.0,GK,26.0,1997.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,24.0,10.0,GK,26.0,1997.0,32.0,1323.0,980.0,1311.0,12.0,0.0,0.0,1323.0,0.0,0.0,0.0,0.0,0.0,881.0,4456.0,2852.0,0.0,0.0,0.0,0.0,0.0,822.0,0.0,GK,Robert Sánchez,Chelsea,Goalkeeper,20000000.0,20.0,Robert Sánchez,Chelsea,0.0,0.0938,0.0625,0.0594,0.1314,0.5133,0.7308,0.7115,0.0192,Fair Value
Jadon Sancho,eng ENG,FW,Chelsea,24.0,2000.0,19.6,3,24,8,33.3,1.22,0.41,0.13,0.38,15.1,0,0,0,2.2,2.2,0.09,0.8,0.8,ENG,2024-25,Premier League,jadon sancho,chelsea,FW,eng ENG,24.0,19.6,663.0,803.0,82.6,8932.0,2093.0,416.0,465.0,89.5,208.0,250.0,83.2,14.0,27.0,51.9,4.0,3.7,3.1,0.3,38.0,28.0,48.0,0.0,90.0,FW,24.0,2000.0,19.6,13.0,7.0,3.0,3.0,7.0,5.0,12.0,41.7,7.0,11.0,0.0,11.0,2.0,15.0,8.0,2.0,FW,24.0,2000.0,19.6,975.0,13.0,117.0,283.0,585.0,121.0,975.0,97.0,45.0,46.4,40.0,41.2,653.0,4450.0,2435.0,102.0,35.0,57.0,30.0,21.0,760.0,225.0,FW,Jadon Sancho,Chelsea,Left Winger,28000000.0,28.0,Jadon Sancho,Chelsea,0.2653,11.7347,1.3265,3.8122,1.6127,-0.2559,0.9302,0.407,0.5233,Undervalued
Ismaila Sarr,sn SEN,MF,Crystal Palace,26.0,1998.0,30.1,8,59,29,49.2,1.96,0.96,0.14,0.28,13.2,0,0,0,10.7,10.7,0.19,-2.7,-2.7,SEN,2024-25,Premier League,ismaila sarr,crystal palace,MF,sn SEN,26.0,30.1,490.0,742.0,66.0,7257.0,2202.0,265.0,359.0,73.8,183.0,257.0,71.2,22.0,50.0,44.0,6.0,8.5,6.7,-2.5,44.0,28.0,42.0,9.0,85.0,MF,26.0,1998.0,30.1,22.0,10.0,10.0,9.0,3.0,8.0,25.0,32.0,17.0,27.0,8.0,19.0,9.0,31.0,40.0,0.0,MF,26.0,1998.0,30.1,1091.0,48.0,180.0,411.0,511.0,135.0,1091.0,61.0,17.0,27.9,35.0,57.4,607.0,3721.0,2108.0,75.0,47.0,28.0,70.0,43.0,739.0,183.0,MF,Ismaïla Sarr,Crystal Palace,Right Winger,25000000.0,25.0,Ismaila Sarr,Crystal Palace,0.6213,6.7774,1.9269,3.4754,-0.8357,-0.3185,0.1597,0.4622,-0.3025,Overvalued
Sávio,br BRA,"FW,MF",Man City,20.0,2004.0,19.6,1,55,21,38.2,2.8,1.07,0.02,0.05,17.6,1,0,0,5.0,5.0,0.09,-4.0,-4.0,BRA,2024-25,Premier League,savio,man city,MF,br BRA,20.0,19.6,692.0,856.0,80.8,10296.0,1727.0,423.0,470.0,90.0,227.0,283.0,80.2,31.0,56.0,55.4,8.0,6.9,6.1,1.1,46.0,19.0,47.0,8.0,67.0,MF,20.0,2004.0,19.6,23.0,17.0,5.0,10.0,8.0,10.0,19.0,52.6,9.0,14.0,2.0,12.0,6.0,29.0,9.0,1.0,MF,20.0,2004.0,19.6,1095.0,14.0,55.0,286.0,774.0,154.0,1095.0,113.0,52.0,46.0,40.0,35.4,783.0,6489.0,3559.0,137.0,45.0,75.0,42.0,38.0,852.0,246.0,MF,Sávio,Man City,Right Winger,50000000.0,50.0,Sávio,Man City,0.3061,12.7551,2.1939,5.852,1.5233,0.6473,0.9412,0.8193,0.1218,Fair Value
Kevin Schade,de GER,FW,Brentford,22.0,2001.0,25.5,11,55,27,49.1,2.16,1.06,0.2,0.41,11.5,0,0,0,8.2,8.2,0.15,2.8,2.8,GER,2024-25,Premier League,kevin schade,brentford,FW,de GER,22.0,25.5,323.0,541.0,59.7,4930.0,1389.0,185.0,265.0,69.8,111.0,180.0,61.7,18.0,43.0,41.9,2.0,3.7,1.8,-1.7,23.0,32.0,11.0,3.0,38.0,FW,22.0,2001.0,25.5,39.0,25.0,17.0,10.0,12.0,13.0,23.0,56.5,10.0,19.0,4.0,15.0,5.0,44.0,34.0,0.0,FW,22.0,2001.0,25.5,883.0,43.0,154.0,238.0,507.0,146.0,883.0,89.0,30.0,33.7,52.0,58.4,434.0,3086.0,1357.0,61.0,28.0,38.0,60.0,36.0,543.0,165.0,FW,Kevin Schade,Brentford,Left Winger,30000000.0,30.0,Kevin Schade,Brentford,0.7529,4.7843,2.4706,2.1341,-0.3363,-0.1904,0.4419,0.4767,-0.0349,Fair Value
Fabian Schär,ch SUI,DF,Newcastle,32.0,1991.0,32.6,4,40,11,27.5,1.23,0.34,0.1,0.36,19.8,5,0,0,3.7,3.7,0.09,0.3,0.3,SUI,2024-25,Premier League,fabian schar,newcastle,DF,ch SUI,32.0,32.6,1654.0,1977.0,83.7,33173.0,12752.0,577.0,625.0,92.3,877.0,944.0,92.9,191.0,373.0,51.2,0.0,0.4,1.0,-0.4,5.0,161.0,13.0,0.0,118.0,DF,32.0,1991.0,32.6,36.0,21.0,16.0,18.0,2.0,14.0,35.0,40.0,21.0,38.0,25.0,13.0,45.0,81.0,138.0,3.0,DF,32.0,1991.0,32.6,2319.0,266.0,1178.0,991.0,162.0,42.0,2319.0,13.0,8.0,61.5,3.0,23.1,1438.0,6526.0,3744.0,18.0,27.0,2.0,12.0,6.0,1609.0,22.0,DF,Fabian Schär,Newcastle,Centre-Back,7000000.0,7.0,Fabian Schär,Newcastle,0.2362,4.3252,3.6503,3.1699,-0.5499,-0.9493,0.3209,0.194,0.1269,Fair Value
Matz Sels,be BEL,GK,Nottm Forest,32.0,1992.0,38.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,BEL,2024-25,Premier League,matz sels,nottm forest,GK,be BEL,32.0,38.0,519.0,998.0,52.0,19289.0,16407.0,79.0,79.0,100.0,168.0,171.0,98.2,271.0,734.0,36.9,0.0,0.4,0.3,-0.4,2.0,45.0,4.0,0.0,2.0,GK,32.0,1992.0,38.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,1.0,GK,32.0,1992.0,38.0,1102.0,833.0,1082.0,20.0,0.0,0.0,1102.0,0.0,0.0,0.0,0.0,0.0,528.0,3230.0,1697.0,1.0,1.0,1.0,0.0,0.0,426.0,0.0,GK,Matz Sels,Nottm Forest,Goalkeeper,7000000.0,7.0,Matz Sels,Nottm Forest,0.0,0.1316,0.0263,0.0526,-0.0469,-0.7624,0.6154,0.2885,0.3269,Undervalued
Nélson Semedo,pt POR,DF,Wolves,30.0,1993.0,32.1,0,18,7,38.9,0.56,0.22,0.0,0.0,23.9,0,0,0,0.9,0.9,0.05,-0.9,-0.9,POR,2024-25,Premier League,nelson semedo,wolves,DF,pt POR,30.0,32.1,1096.0,1357.0,80.8,16627.0,5130.0,598.0,653.0,91.6,409.0,490.0,83.5,59.0,128.0,46.1,4.0,2.8,1.7,1.2,25.0,70.0,28.0,13.0,80.0,DF,30.0,1993.0,32.1,62.0,36.0,32.0,21.0,9.0,34.0,57.0,59.6,23.0,32.0,10.0,22.0,23.0,85.0,104.0,3.0,DF,30.0,1993.0,32.1,1717.0,123.0,483.0,788.0,467.0,27.0,1717.0,71.0,32.0,45.1,31.0,43.7,901.0,5223.0,2688.0,67.0,41.0,10.0,42.0,21.0,995.0,119.0,DF,Nélson Semedo,Wolves,Right-Back,9000000.0,9.0,Nélson Semedo,Wolves,0.028,5.3583,3.6449,3.4355,-0.2488,-0.8423,0.4627,0.2276,0.2351,Fair Value
Antoine Semenyo,gh GHA,FW,Bournemouth,24.0,2000.0,35.6,11,125,40,32.0,3.51,1.12,0.09,0.28,17.0,0,0,0,10.0,10.0,0.08,1.0,1.0,GHA,2024-25,Premier League,antoine semenyo,bournemouth,FW,gh GHA,24.0,35.6,821.0,1119.0,73.4,11674.0,2915.0,501.0,586.0,85.5,252.0,334.0,75.4,37.0,97.0,38.1,5.0,5.8,4.3,-0.8,46.0,49.0,45.0,8.0,109.0,FW,24.0,2000.0,35.6,55.0,35.0,17.0,25.0,13.0,16.0,43.0,37.2,27.0,67.0,9.0,58.0,11.0,66.0,39.0,2.0,FW,24.0,2000.0,35.6,1653.0,46.0,206.0,573.0,909.0,191.0,1653.0,135.0,69.0,51.1,57.0,42.2,979.0,7353.0,3581.0,140.0,69.0,67.0,84.0,77.0,1140.0,282.0,FW,Antoine Semenyo,Bournemouth,Right Winger,40000000.0,40.0,Antoine Semenyo,Bournemouth,0.5899,8.2865,3.736,3.2135,0.9173,0.1371,0.814,0.7209,0.093,Fair Value
Marcos Senesi,ar ARG,DF,Bournemouth,27.0,1997.0,12.3,0,3,0,0.0,0.24,0.0,0.0,0.0,7.9,0,0,0,0.8,0.8,0.28,-0.8,-0.8,ARG,2024-25,Premier League,marcos senesi,bournemouth,DF,ar ARG,27.0,12.3,561.0,735.0,76.3,11536.0,5815.0,199.0,228.0,87.3,267.0,311.0,85.9,89.0,180.0,49.4,0.0,0.2,0.5,-0.2,3.0,79.0,13.0,3.0,62.0,DF,27.0,1997.0,12.3,39.0,21.0,23.0,14.0,2.0,14.0,31.0,45.2,17.0,16.0,7.0,9.0,14.0,53.0,58.0,0.0,DF,27.0,1997.0,12.3,889.0,73.0,391.0,427.0,82.0,16.0,889.0,10.0,6.0,60.0,4.0,40.0,554.0,2862.0,1677.0,12.0,16.0,0.0,7.0,6.0,565.0,7.0,DF,Marcos Senesi,Bournemouth,Centre-Back,22000000.0,22.0,Marcos Senesi,Bournemouth,0.065,6.2602,5.6098,4.6959,1.1799,-0.147,0.8955,0.4888,0.4067,Undervalued
Bernardo Silva,pt POR,"MF,FW",Man City,29.0,1994.0,29.7,4,32,11,34.4,1.08,0.37,0.13,0.36,12.4,0,0,0,3.9,3.9,0.12,0.1,0.1,POR,2024-25,Premier League,bernardo silva,man city,MF,pt POR,29.0,29.7,1547.0,1783.0,86.8,23646.0,4501.0,877.0,949.0,92.4,554.0,634.0,87.4,82.0,124.0,66.1,4.0,5.1,4.5,-1.1,53.0,87.0,40.0,7.0,134.0,MF,29.0,1994.0,29.7,56.0,37.0,17.0,30.0,9.0,25.0,56.0,44.6,31.0,36.0,7.0,29.0,23.0,79.0,32.0,3.0,MF,29.0,1994.0,29.7,2054.0,50.0,355.0,843.0,876.0,141.0,2054.0,61.0,28.0,45.9,26.0,42.6,1288.0,8110.0,4045.0,101.0,65.0,32.0,25.0,34.0,1518.0,200.0,MF,Bernardo Silva,Man City,Attacking Midfield,38000000.0,38.0,Bernardo Silva,Man City,0.266,9.697,3.8721,5.1202,0.7969,0.1837,0.8067,0.6639,0.1429,Fair Value
Oliver Skipp,eng ENG,MF,Leicester,23.0,2000.0,12.5,0,5,1,20.0,0.4,0.08,0.0,0.0,19.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4,ENG,2024-25,Premier League,oliver skipp,leicester,MF,eng ENG,23.0,12.5,419.0,502.0,83.5,6399.0,1568.0,214.0,247.0,86.6,163.0,178.0,91.6,21.0,36.0,58.3,0.0,0.3,0.3,-0.3,9.0,32.0,4.0,0.0,35.0,MF,23.0,2000.0,12.5,21.0,4.0,6.0,12.0,3.0,9.0,15.0,60.0,6.0,23.0,7.0,16.0,11.0,32.0,11.0,2.0,MF,23.0,2000.0,12.5,612.0,29.0,141.0,383.0,92.0,9.0,612.0,12.0,7.0,58.3,5.0,41.7,347.0,1392.0,644.0,16.0,7.0,3.0,12.0,7.0,419.0,19.0,MF,Oliver Skipp,Leicester,Defensive Midfield,10000000.0,10.0,Oliver Skipp,Leicester,0.032,4.8,4.4,3.2496,-1.0599,-0.8979,0.1345,0.1345,0.0,Fair Value
